Depth,GR,Log_ILD,RHOB,NPHI,PHI
9321.0,84.8449,2.198,2.1436,0.371,0.3043
6841.0,88.645,1.502,2.121,0.384,0.3193
7250.5,88.7174,0.9494,2.1215,0.409,0.319
8866.5,92.9581,0.9252,2.2745,0.6111,0.217
8235.0,89.844,1.3272,2.3137,0.4396,0.1909
9233.5,74.9281,1.3316,2.3392,0.6206,-0.0683
5849.0,109.233,2.044,2.1341,0.5311,0.3106
11683.5,142.15,1.035,2.388,0.488,0.1413
6366.0,57.457,1.05,2.038,0.442,0.1914
7635.5,85.5963,0.9502,2.1943,0.9973,0.2705
7764.5,85.646,0.8628,2.2075,0.4962,0.2617
9436.5,94.6317,0.8049,2.3281,0.4563,0.1813
7699.5,39.0321,0.9332,2.2382,0.5983,0.0188
9588.5,103.353,0.8092,2.3239,0.4411,0.1841
7692.0,81.6059,0.8725,2.1906,0.562,0.2729
8523.0,67.5023,0.8526,2.212,0.565,0.0414
9296.0,102.45,1.6458,2.3033,0.3979,0.1978
8748.0,80.0243,0.915,2.2696,0.4086,0.2203
9422.5,98.034,0.9249,2.3164,0.5254,0.1891
8078.0,89.4545,1.1858,2.1402,0.4222,0.3065
9098.5,102.672,1.1897,2.3384,0.5535,0.1744
8311.0,84.6924,0.8882,2.218,0.5786,0.2547
7871.5,92.5422,1.2824,2.2626,0.4721,0.2249
9619.5,98.8391,0.8551,2.3028,0.4704,0.1981
11251.5,175.898,1.791,2.474,0.341,0.084
11606.5,150.591,1.486,2.443,0.423,0.1047
6661.0,94.4849,1.2515,2.1638,0.569,0.2908
8286.0,99.0527,1.1858,2.2151,0.4666,0.2566
6304.5,103.661,1.529,2.0716,0.5042,0.3523
6373.0,87.009,1.347,2.135,0.443,0.31
8375.0,94.6392,0.9417,2.2218,0.6094,0.2521
8261.5,100.21,1.24,2.2664,0.6165,0.2224
7890.0,89.1546,0.8488,2.1979,0.5625,0.2681
11589.5,142.375,1.617,2.447,0.44,0.102
9502.0,84.7776,1.0774,2.3341,0.5309,0.1773
7668.0,91.0925,0.9359,2.1984,0.5968,0.2677
8905.0,99.8399,0.7614,2.2734,0.5952,0.2177
6022.5,102.122,1.3914,1.9314,0.5199,0.4457
11415.0,143.725,2.101,2.404,0.25,0.1307
7316.0,86.1137,1.1204,2.1998,0.5293,0.2668
9370.5,118.463,1.311,2.279,0.41,0.214
7968.5,93.121,1.134,2.2515,0.4006,0.2323
7739.5,39.0321,0.9332,2.2382,0.5983,0.0188
8339.0,66.2183,8.9465,2.0342,0.3858,0.1947
8143.5,42.7624,2.4421,2.2722,0.3839,-0.0105
8884.0,86.3473,0.8282,2.2485,0.6353,0.2343
6729.0,84.0276,1.4269,2.1996,0.4822,0.2669
6921.5,28.0471,1.2943,2.0151,0.5881,0.2111
8075.5,80.2466,1.1955,2.1683,0.5251,0.2878
7144.5,82.009,2.366,2.264,0.431,0.224
7690.0,39.0321,0.9332,2.2382,0.5983,0.0188
11232.5,145.108,1.515,2.391,0.332,0.1393
6782.5,81.3451,1.4824,2.1395,0.5491,0.307
9002.5,86.7513,0.7874,2.2708,0.6454,0.2195
8435.5,72.698,0.7754,2.2067,0.5204,0.0459
6878.5,89.144,1.391,2.169,0.439,0.2873
8220.5,95.5972,0.9495,2.217,0.5486,0.2553
9044.5,101.113,0.8822,2.2618,0.4386,0.2255
8193.5,95.4081,1.1223,2.2134,0.4936,0.2577
7040.0,66.4255,0.9501,2.1188,0.4755,0.1217
8108.0,80.8542,1.1782,2.1159,0.3858,0.3227
9021.0,99.7982,0.741,2.2884,0.5453,0.2077
8663.5,89.497,0.8301,2.2306,0.5741,0.2463
8849.5,111.435,1.907,2.158,0.396,0.2947
8676.0,80.8793,0.8102,2.2379,0.464,0.2414
7763.0,80.6973,0.854,2.2032,0.4535,0.2645
8368.0,91.8714,0.806,2.2354,0.6692,0.2431
5888.0,79.8703,1.6494,2.0529,0.314,0.3647
8488.0,99.7216,0.8702,2.2411,0.4843,0.2393
7167.0,90.703,0.9168,2.1346,0.516,0.3103
8522.0,77.5279,0.8128,2.2077,0.48,0.2615
9357.0,67.9508,2.438,2.1832,0.3955,0.0662
8213.0,56.3182,6.2936,1.8798,0.1568,0.3278
8433.0,62.7401,1.9571,2.2125,0.4276,0.0409
8563.0,98.5517,0.8155,2.2304,0.4697,0.2464
7590.5,79.2739,1.1221,2.1841,0.5453,0.2773
9228.5,80.5718,1.3101,2.3158,0.6077,0.1895
8045.5,92.955,1.1369,2.2284,0.4118,0.2477
7480.0,78.9246,0.9305,2.1962,0.8514,0.2692
8608.5,94.9052,0.8016,2.2412,0.5026,0.2392
8049.0,88.143,1.1428,2.2465,0.4437,0.2357
7589.5,84.1071,1.0197,2.1938,0.664,0.2708
11153.5,154.17,1.01,2.405,0.42,0.13
8397.0,67.1667,8.8749,2.2025,0.4084,0.0496
8099.5,86.2377,1.1968,2.1719,0.436,0.2854
7019.0,85.2112,0.8807,2.0824,1.1504,0.3451
8424.5,85.2008,0.9869,2.2123,0.5605,0.2585
8808.5,98.3134,1.0173,2.2596,0.5635,0.2269
8981.0,96.9063,0.8499,2.239,0.4722,0.2407
6355.5,114.441,1.4739,2.0773,0.5582,0.3485
11135.0,153.195,0.845,2.364,0.421,0.1573
9037.5,102.721,0.9254,2.264,0.6354,0.224
8846.0,119.379,1.852,2.289,0.4,0.2073
8099.0,86.0958,1.2111,2.168,0.398,0.288
8424.0,39.3365,1950.0,2.21,0.4087,0.0431
8412.5,38.6549,1390.751,2.2068,0.4297,0.0459
9409.5,82.1452,1.0344,2.3322,0.5015,0.1785
9677.0,105.843,1.0891,2.3531,0.4893,0.1646
5927.5,93.6461,1.6045,2.0724,0.4171,0.3517
8344.0,84.7159,0.9857,2.2469,0.6979,0.2354
8887.5,108.448,0.9264,2.3516,0.4319,0.1656
6901.0,64.202,0.925,2.078,0.291,0.1569
6999.0,82.2309,0.8318,2.0371,0.5896,0.3753
6469.0,90.214,1.814,2.094,0.633,0.3373
6192.5,109.875,1.2245,1.9908,0.5264,0.4061
6503.5,40.2019,1.0818,2.0922,0.5166,0.1447
6854.5,94.837,1.369,2.152,0.442,0.2987
5798.5,81.535,1.3426,1.4443,0.7597,0.7705
6083.0,111.716,1.5182,2.0913,0.4235,0.3391
11388.5,159.618,2.046,2.453,0.308,0.098
8741.0,42.1978,35.1674,2.0424,0.2818,0.1876
6892.0,80.266,1.332,2.134,0.38,0.3107
6880.0,81.785,1.4938,2.2447,0.5233,0.2369
8239.0,100.547,1.4057,2.2748,0.4452,0.2168
7756.5,35.6284,0.9332,2.2382,0.5703,0.0188
9307.5,83.5757,1.5239,2.1709,0.5881,0.2861
7626.0,90.9857,0.9387,2.1882,0.5967,0.2745
6415.0,116.68,1.5522,2.098,0.4776,0.3347
8814.5,97.3897,1.0151,2.2829,0.5265,0.2114
5797.0,87.5756,1.345,1.4486,0.6819,0.7676
11614.0,124.484,1.549,2.42,0.308,0.12
9460.0,92.1904,0.8705,2.3784,0.4528,0.1477
7364.0,88.0091,1.2595,2.2029,0.6073,0.2647
9407.0,116.849,1.38,2.291,0.419,0.206
8941.5,101.97,0.818,2.2978,0.5083,0.2015
8920.5,93.4405,1.1655,2.2586,0.4497,0.2276
9462.5,80.1987,0.9551,2.3905,0.4988,0.1397
5925.5,90.2259,1.6194,2.0845,0.6303,0.3437
6605.0,76.9855,1.1965,2.0844,0.5851,0.3437
7989.0,99.4654,1.0477,2.2553,0.7292,0.2298
8072.0,84.9739,1.1468,2.1119,0.3883,0.3254
5826.0,118.406,1.3291,1.6175,0.512,0.655
5819.0,90.765,1.3063,1.892,0.7186,0.472
7134.5,75.5116,0.9798,2.1461,0.7829,0.3026
6449.5,104.772,1.2393,2.0967,0.5115,0.3355
7371.5,90.1156,0.9733,2.1835,0.6187,0.2777
9695.5,109.86,1.0941,2.3332,0.5342,0.1779
8970.0,86.7872,0.8648,2.2281,0.5568,0.2479
6380.0,110.805,1.5369,2.0925,0.4643,0.3383
7185.0,90.0394,0.9628,2.1442,0.5867,0.3039
7485.5,70.926,1.548,2.146,0.367,0.0983
8360.0,100.443,0.8592,2.2401,0.4455,0.2399
8074.5,93.4864,1.2305,2.1672,0.5239,0.2885
9490.5,93.5091,0.6926,2.3194,0.5556,0.1871
6846.0,89.707,1.397,2.123,0.495,0.318
6637.5,83.1817,1.1381,2.1192,0.8668,0.3205
6138.5,116.77,0.8629,2.0612,0.4494,0.3592
8856.0,90.6787,0.8782,2.2882,0.5853,0.2079
9561.5,39.6073,70.9491,2.0793,0.3537,0.1558
6631.0,79.5928,1.1701,2.1177,0.496,0.3215
10758.0,46.5024,17.039,2.0808,0.2328,0.1545
7731.0,81.3955,1.0415,2.2453,0.4842,0.2365
7341.0,88.3745,1.2193,2.2279,0.4439,0.2481
9536.0,98.7521,0.7304,2.2932,0.4669,0.2045
9171.5,129.589,1.836,2.323,0.468,0.1847
8773.5,99.7215,0.9241,2.2615,0.5504,0.2257
8536.5,87.4458,0.7581,2.2036,0.5224,0.2643
7523.5,86.5993,0.9028,2.1816,0.5165,0.2789
8731.5,92.2668,0.7275,2.2527,0.4535,0.2315
6598.0,82.8977,1.1996,2.0854,0.4917,0.3431
6853.5,57.6359,1.1373,1.9963,0.421,0.2273
8265.0,94.8192,1.086,2.2203,0.5123,0.2531
7456.0,78.0165,0.9629,2.1737,0.5066,0.2842
6445.0,114.105,0.9107,2.0938,0.476,0.3375
6359.0,77.387,1.087,2.089,0.425,0.3407
11394.0,152.567,2.017,2.455,0.364,0.0967
7119.5,89.7438,0.8918,2.1088,0.9894,0.3275
7713.0,39.0321,0.9332,2.2382,0.5983,0.0188
9214.5,79.4397,1.201,2.3453,0.7257,0.1698
11298.5,156.95,2.414,2.433,0.303,0.1113
9132.5,90.0175,1.2032,2.3203,0.4757,0.1865
7171.5,95.9343,0.9094,2.131,0.4714,0.3127
9428.5,101.19,0.9366,2.3214,0.5679,0.1857
8787.5,90.6805,1.0566,2.2618,0.4287,0.2255
8315.5,81.9253,0.885,2.2058,0.7285,0.2628
8537.0,82.6436,0.7522,2.2019,0.6542,0.2654
8505.5,90.1657,0.8031,2.2329,0.491,0.2447
7840.5,59.8972,1.2239,2.0754,0.3595,0.1591
6372.5,112.579,1.5181,2.0777,0.5707,0.3482
8048.5,89.0422,1.1502,2.2423,0.4911,0.2385
8733.0,95.6842,0.7202,2.2626,0.555,0.2249
7993.0,100.76,1.0667,2.2613,0.4985,0.2258
8648.5,84.4686,0.8072,2.2712,0.588,0.2192
8434.0,82.9504,0.797,2.2189,0.5507,0.2541
9502.5,88.3137,1.0691,2.3273,0.5368,0.1818
6883.0,47.1654,1.3161,2.1226,0.5265,0.1184
6769.5,86.4622,1.2584,2.1741,0.5313,0.2839
9239.5,86.2297,1.4148,2.2528,0.4338,0.2315
8155.0,91.1245,0.8351,2.2136,0.4952,0.2576
7721.0,39.0321,0.9332,2.2382,0.5983,0.0188
6951.0,35.4386,1.5688,1.9786,0.5224,0.2426
8738.0,80.3033,0.8148,2.2051,0.7279,0.2633
7445.0,98.099,2.2,2.22,0.391,0.2533
6943.0,26.606,1.4467,2.0664,0.3918,0.1669
7112.0,72.1016,0.9517,2.0915,0.473,0.1453
11386.5,149.1,1.942,2.448,0.298,0.1013
6086.5,113.723,1.3642,2.076,0.5194,0.3493
5748.5,58.954,0.7118,2.0211,0.6879,0.2059
7821.5,87.4544,0.9864,2.2352,0.4356,0.2432
9322.0,82.4399,3.0913,2.1358,0.3835,0.3095
7054.5,69.6043,0.9277,2.0481,0.6262,0.1827
6851.0,91.46,1.36,2.134,0.429,0.3107
8261.0,101.05,1.2222,2.2682,0.753,0.2212
6885.0,33.4429,1.1147,2.0209,0.4565,0.2061
8809.0,90.1238,0.9947,2.274,0.567,0.2173
11254.0,146.569,1.827,2.412,0.403,0.1253
6423.0,110.846,1.541,2.0676,0.4583,0.3549
8416.5,36.6652,1008.291,2.2079,0.5158,0.0449
6817.0,85.3635,1.3171,2.1506,0.4915,0.2996
5878.5,105.912,1.806,2.0622,0.5219,0.3585
6422.0,108.066,1.5507,2.0781,0.5493,0.3479
6370.5,112.987,1.335,2.0996,0.3641,0.3336
9563.0,39.7485,44.9422,2.0729,0.3348,0.1613
8819.5,97.3494,1.0422,2.288,0.4668,0.208
9384.0,126.27,1.635,2.307,0.422,0.1953
7925.0,102.715,0.5959,2.2541,0.4652,0.2306
9399.5,99.6268,0.7078,2.3097,0.4792,0.1935
9604.0,98.8179,0.7671,2.3588,0.535,0.1608
11560.5,151.43,2.119,2.493,0.361,0.0713
6629.5,90.8658,1.1734,2.1094,0.647,0.3271
6031.0,113.243,1.2829,1.9614,0.6227,0.4257
11279.0,167.984,2.238,2.461,0.305,0.0927
8815.5,103.027,1.0295,2.2816,0.4517,0.2123
11247.5,167.486,1.515,2.447,0.365,0.102
6172.0,109.535,0.9385,2.0013,0.5664,0.3991
7895.0,87.9674,0.7824,2.2112,0.4574,0.2592
7064.0,73.1568,0.9408,2.1208,0.5756,0.12
6233.0,107.791,0.7055,2.0865,0.4616,0.3423
7558.0,90.6387,1.1285,2.2063,0.6595,0.2625
9146.5,87.8048,1.4539,2.4077,0.3694,0.1282
11410.5,143.758,1.693,2.383,0.259,0.1447
5967.0,45.326,1.3555,2.1135,0.3413,0.1263
6899.0,29.3554,1.2607,2.0908,0.3302,0.1459
6796.5,82.4875,1.3425,2.1257,0.4896,0.3162
6521.0,41.5077,1.4375,2.1068,0.5166,0.1321
7727.5,83.0914,1.034,2.2159,0.3724,0.2561
9277.5,84.8655,1.6018,2.2935,0.5215,0.2043
7013.5,78.4761,0.9584,2.0934,0.6356,0.3377
8579.0,91.6079,0.7376,2.2187,0.5723,0.2542
9784.5,49.8823,1.8905,2.2786,0.292,-0.016
9705.5,115.489,1.0892,2.347,0.4465,0.1687
11416.0,134.155,1.844,2.328,0.22,0.1813
7011.5,81.7939,0.9059,2.0952,0.4315,0.3365
6674.0,91.6065,1.6354,2.2341,0.4076,0.2439
9214.0,80.9457,1.179,2.3426,0.5649,0.1716
9525.5,92.164,0.6912,2.3093,0.4525,0.1938
6819.5,87.9565,1.2681,2.1382,0.6307,0.3079
6840.5,63.7641,1.1453,2.0459,0.4867,0.1846
8348.5,90.8542,0.9513,2.2289,0.5002,0.2474
11216.5,163.743,1.388,2.429,0.355,0.114
6041.0,117.559,0.9917,2.0166,0.5067,0.3889
8898.0,102.638,0.8604,2.3049,0.5912,0.1967
9657.0,106.15,1.1246,2.3557,0.4891,0.1629
8785.0,85.8103,1.0268,2.2674,0.5472,0.2217
9527.5,90.6927,0.7424,2.3177,0.4592,0.1882
11621.5,142.1,1.468,2.476,0.445,0.0827
8263.0,97.8711,1.1246,2.2265,0.6246,0.249
7085.5,83.3615,0.9614,2.1125,0.5903,0.325
7757.5,38.5975,0.9332,2.2382,0.5789,0.0188
6599.0,79.3809,1.2017,2.0982,0.3721,0.3345
6731.5,85.4944,1.3145,2.2126,0.5372,0.2583
6816.5,83.571,1.291,2.1483,0.5263,0.3011
7000.5,75.7089,0.8706,2.0552,0.4841,0.3632
8973.5,101.661,0.8289,2.2677,0.4356,0.2215
9156.0,117.894,1.542,2.315,0.421,0.19
8036.0,87.6497,1.4378,2.1826,0.3803,0.2783
11254.5,151.79,1.718,2.415,0.443,0.1233
6139.0,114.884,0.903,2.0612,0.4682,0.3592
7320.5,93.8015,1.2605,2.1863,0.6103,0.2758
11408.5,142.186,2.202,2.414,0.277,0.124
8925.0,99.4884,0.8243,2.2654,0.5653,0.2231
9368.5,42.9629,15.5687,2.1073,0.3509,0.1316
5819.5,89.434,1.2898,1.8218,0.6053,0.5188
7126.5,88.7222,0.9294,2.1071,0.538,0.3286
7819.5,97.3092,1.0543,2.2309,0.4877,0.2461
7451.5,87.3846,0.9534,2.2106,0.5937,0.2596
8599.5,76.2576,0.7835,2.1742,0.6562,0.2839
5799.0,76.1025,1.2843,1.4788,0.5853,0.7475
7745.0,39.0321,0.9332,2.2382,0.5983,0.0188
8698.5,81.6403,0.8469,2.2417,0.6327,0.2389
9190.5,96.4652,1.311,2.2693,0.5382,0.2205
8422.5,93.3067,0.9515,2.237,0.5081,0.242
6700.5,89.6555,1.4439,2.153,0.6218,0.298
9661.5,104.259,1.0329,2.369,0.4448,0.154
6336.5,121.009,0.5724,2.0629,0.4804,0.3581
6528.5,39.7384,1.4375,2.1068,0.5166,0.1321
8052.5,102.629,1.1457,2.2547,0.5836,0.2302
6948.5,30.8754,1.7026,1.9335,0.5535,0.2815
6424.5,91.364,1.401,2.105,0.546,0.33
8511.5,91.9594,0.8276,2.2176,0.6497,0.2549
6550.0,77.0027,1.312,1.9062,1.1603,0.4625
7073.5,76.2622,0.9135,2.1174,0.9257,0.3217
8327.5,79.8259,0.9213,2.2167,0.4621,0.2555
8022.5,99.8774,1.0829,2.1938,0.5155,0.2708
8717.0,39.5035,616.4568,1.9625,0.2844,0.2565
9204.0,93.793,1.4117,2.3364,0.4657,0.1757
6488.0,113.929,1.2854,2.0483,0.5573,0.3678
7631.5,89.1631,0.9322,2.1921,0.6441,0.2719
8927.0,96.0391,0.9949,2.267,0.7014,0.222
8007.5,107.409,0.6539,2.2717,0.6474,0.2189
8604.0,82.8497,0.7565,2.1948,0.6476,0.2701
6428.5,111.471,1.2265,2.023,0.4403,0.3847
6680.5,83.5189,1.0266,2.1795,0.3809,0.2803
9122.5,100.741,0.9049,2.3441,0.6163,0.1706
5904.5,65.6751,1.5663,2.0424,0.3785,0.1876
9554.5,50.2482,7.7116,2.0877,0.3781,0.1485
6395.0,106.204,1.4626,2.1141,0.4146,0.3239
6008.5,100.755,1.3323,1.9776,0.5981,0.4149
11429.5,141.284,2.535,2.355,0.262,0.1633
7313.0,83.8922,1.087,2.2006,0.5981,0.2663
7118.5,86.4783,0.9277,2.1002,0.5765,0.3332
5994.0,119.049,1.5915,2.0346,0.6557,0.3769
9046.0,99.9562,0.8574,2.2721,0.4994,0.2186
9582.0,95.2056,0.554,2.3145,0.5307,0.1903
7552.0,95.5987,1.11,2.2184,0.6291,0.2544
9540.0,89.8516,0.698,2.3323,0.6837,0.1785
9461.0,87.9837,0.9175,2.3967,0.4674,0.1355
6280.0,111.317,1.3136,2.0443,0.6131,0.3705
6481.0,102.265,0.5984,2.0647,0.5274,0.3569
9196.5,92.5399,1.2294,2.3428,0.4149,0.1715
7160.0,82.02,0.9373,2.1107,0.4669,0.3262
6641.0,86.1506,1.1575,2.1228,0.6265,0.3181
8440.5,61.7455,2.0062,2.2146,0.3923,0.0391
8480.0,95.5069,0.8414,2.2411,0.5921,0.2393
9651.0,101.898,1.0121,2.3604,0.4709,0.1597
7746.5,86.9753,0.9737,2.1881,0.5644,0.2746
8730.0,90.9835,0.7242,2.2544,0.6016,0.2304
9109.0,90.5194,0.8895,2.3102,0.433,0.1932
6044.0,103.439,1.5122,2.0354,0.3946,0.3764
7356.5,93.3191,1.0858,2.1631,0.4361,0.2913
8983.5,99.3568,0.858,2.2517,0.4717,0.2322
7117.5,81.175,0.9227,2.1111,0.4994,0.3259
8667.0,84.3246,0.8021,2.2231,0.7981,0.2513
8310.5,86.9766,0.9016,2.2216,0.653,0.2523
7663.0,96.4775,1.0362,2.2317,0.6881,0.2455
6092.0,107.287,1.0071,2.0693,0.4453,0.3538
6318.0,108.043,1.6107,2.0949,0.6711,0.3367
7146.0,85.1578,0.9174,2.1297,0.6496,0.3135
9143.0,96.853,1.2765,2.3688,0.4214,0.1541
7904.5,85.8447,0.9859,2.259,0.6242,0.2273
9679.0,104.901,1.0508,2.3358,0.5224,0.1761
9679.5,104.561,1.06,2.3382,0.4961,0.1745
7881.5,82.9727,0.918,2.2169,0.6006,0.2554
11391.0,157.094,1.978,2.477,0.316,0.082
7100.0,83.7329,0.9478,2.1103,0.7138,0.3265
7410.5,101.728,1.0714,2.2308,0.6278,0.2461
8289.5,96.7368,0.757,2.2234,0.5188,0.2511
8417.5,96.2413,0.9219,2.2387,0.5779,0.2409
6063.0,108.406,1.4996,2.0776,0.4103,0.3483
8054.0,105.646,1.1784,2.2402,0.5224,0.2399
6014.0,107.337,1.4454,1.9668,0.6499,0.4221
7299.5,93.0901,0.9537,2.1482,0.6445,0.3012
6685.5,78.7353,1.0356,2.1173,0.6833,0.3218
6390.0,111.931,1.3736,2.0126,0.6915,0.3916
11296.0,140.169,2.431,2.425,0.296,0.1167
7430.5,62.2321,0.752,2.073,0.4176,0.1612
7445.5,103.418,2.035,2.24,0.391,0.24
9684.5,40.2576,6.0193,2.2253,0.2294,0.0299
6206.5,111.189,1.3233,2.0141,0.5067,0.3906
6884.0,37.9109,1.0818,2.0299,0.4902,0.1984
7436.0,94.197,1.0776,2.1946,0.5146,0.2703
6841.0,61.4728,1.1407,2.0509,0.4915,0.1803
7127.0,86.0898,0.9195,2.1052,0.6278,0.3299
8346.0,80.9085,0.9582,2.2571,0.4893,0.2286
6194.5,105.215,1.202,1.9987,0.6708,0.4009
6523.0,39.4143,1.4375,2.1068,0.5166,0.1321
5814.0,87.4072,1.3863,1.6853,0.6214,0.6098
11425.0,137.527,2.272,2.365,0.262,0.1567
5830.5,119.496,1.4099,1.9731,0.6242,0.4179
5986.0,111.384,1.6557,2.0159,0.5373,0.3894
8037.0,88.3157,1.423,2.1739,0.4585,0.2841
9469.0,90.6653,1.1295,2.3473,0.4171,0.1685
9168.0,131.552,1.421,2.329,0.434,0.1807
7352.5,95.229,1.0335,2.1962,0.5064,0.2692
9327.0,122.06,0.835,2.257,0.624,0.2287
8745.0,64.182,5.6562,2.0603,0.4379,0.1722
6376.0,67.129,2.245,2.246,0.275,0.0121
8262.0,96.9787,1.2128,2.2527,0.6092,0.2315
9674.0,48.2247,3.0459,2.1104,0.2506,0.129
6255.5,104.63,1.2842,1.9949,0.4809,0.4034
9661.0,44.6939,15.0997,2.1552,0.2014,0.0903
8365.0,87.9995,0.7725,2.2707,0.5848,0.2195
6628.5,85.6804,1.1159,2.1038,0.7881,0.3308
8076.0,78.1047,1.2046,2.1675,0.4698,0.2883
7345.5,90.0327,1.0219,2.1869,0.6445,0.2754
9328.5,98.074,2.0422,2.1895,0.3811,0.2737
8283.0,98.9996,1.7048,2.2133,0.8029,0.2578
9662.5,112.158,1.1182,2.3553,0.4904,0.1631
9180.5,90.6825,1.2161,2.337,0.4236,0.1753
8737.5,47.3104,1721.291,2.0399,0.2526,0.1897
7911.5,86.857,0.833,2.2245,0.5151,0.2503
11295.0,150.17,2.487,2.439,0.253,0.1073
9408.5,123.649,1.457,2.26,0.51,0.2267
7138.0,76.8086,0.9461,2.1646,1.087,0.2903
6376.0,107.729,1.4813,2.0772,0.4074,0.3485
9159.0,89.7182,1.2385,2.3842,0.3965,0.1439
7708.5,39.0321,0.9332,2.2382,0.5983,0.0188
7743.0,39.0321,0.9332,2.2382,0.5983,0.0188
7348.0,91.0742,1.1095,2.1684,0.4296,0.2877
8957.5,93.1349,0.8417,2.2695,0.4593,0.2203
6656.0,77.5816,1.4742,2.1211,0.5254,0.3193
6900.5,63.973,0.959,2.062,0.296,0.1707
9201.0,89.6305,1.3072,2.3101,0.376,0.1933
9339.5,72.5787,9.2716,2.1006,0.4319,0.1374
8460.0,63.7201,1.634,2.22,0.4084,0.0345
8332.5,87.1735,0.8261,2.2174,0.5026,0.2551
8918.5,97.7451,1.0907,2.2841,0.5037,0.2106
10752.0,45.6605,15.2193,2.1529,0.1515,0.0923
8824.5,97.6369,1.0392,2.3015,0.6296,0.199
6201.0,104.913,1.2807,1.9853,0.4344,0.4098
7066.5,69.8507,0.9519,2.1149,0.5242,0.1251
7824.0,98.2189,1.1134,2.2442,0.5211,0.2372
6506.0,46.1367,1.3751,2.0576,0.5166,0.1745
11582.0,155.863,1.802,2.465,0.376,0.09
7374.0,93.4973,0.9795,2.182,0.5571,0.2787
7679.5,88.8111,0.9996,2.203,0.7495,0.2647
7659.0,92.765,1.1325,2.2613,0.5092,0.2258
6563.0,72.2874,1.157,1.6185,0.926,0.553
9366.0,33.2633,1943.25,2.0534,0.3662,0.1781
6280.5,108.563,1.3454,2.0503,0.6337,0.3665
7432.5,91.1367,1.0764,2.1968,0.602,0.2688
6702.0,90.5807,1.5796,2.1693,0.7432,0.2871
8580.5,93.4518,0.7315,2.232,0.6028,0.2453
9017.0,96.2071,0.7835,2.2725,0.4951,0.2183
6849.0,59.1592,1.0962,2.0287,0.4651,0.1994
6398.0,115.777,1.5261,2.0472,0.4733,0.3685
11149.0,149.686,0.879,2.379,0.472,0.1473
5761.5,85.7529,1.2593,2.0025,0.4909,0.3983
6371.5,56.207,0.976,2.0,0.405,0.2241
7913.0,89.9797,0.9457,2.2404,0.5118,0.2397
6067.5,111.557,1.6067,2.0984,0.5351,0.3344
8361.0,90.5549,0.8639,2.2333,0.4698,0.2445
5853.5,76.2862,1.733,2.0918,0.3713,0.3388
9707.0,107.643,1.0566,2.3517,0.5471,0.1655
6925.5,26.2701,1.6117,1.9856,0.4137,0.2366
11140.0,163.219,0.848,2.363,0.498,0.158
8698.0,81.0575,0.836,2.2422,0.5451,0.2385
7754.0,33.253,0.9332,2.2382,0.5853,0.0188
11362.0,164.791,2.261,2.444,0.333,0.104
6784.5,85.6954,1.3616,2.15,0.4794,0.3
7954.0,99.1744,1.1328,2.26,0.4623,0.2267
8082.5,85.0656,1.2034,2.169,0.4914,0.2873
8440.0,77.5437,0.7817,2.2475,0.8153,0.235
7612.0,82.4862,0.9193,2.1741,0.5718,0.2839
9147.5,127.315,1.925,2.325,0.465,0.1833
8646.0,82.9431,0.7575,2.2569,0.5561,0.2287
8595.5,74.2324,0.8074,2.187,0.6747,0.0629
8689.0,77.6778,0.7667,2.1915,0.4791,0.2723
11403.5,144.883,1.874,2.47,0.324,0.0867
11421.5,141.274,2.852,2.384,0.249,0.144
5772.5,85.4017,1.3951,1.9537,0.6097,0.4309
5959.5,60.2472,1.6697,2.0649,0.3667,0.1682
9643.0,101.221,1.0565,2.3567,0.4594,0.1622
11607.5,138.244,1.615,2.445,0.343,0.1033
6436.0,117.557,1.3973,2.09,0.5653,0.34
8395.0,90.6641,0.9311,2.2984,0.4523,0.2011
6850.5,61.5367,1.0975,2.0246,0.5847,0.2029
8140.0,41.4102,1.8954,2.2165,0.2638,0.0375
9313.5,143.634,1.595,2.329,0.423,0.1807
6401.0,99.3217,1.3857,1.9163,0.4961,0.4558
6915.0,34.9886,1.1977,1.9164,0.4764,0.2962
8968.5,92.8053,0.8625,2.2612,0.4454,0.2259
11641.0,134.876,1.538,2.446,0.366,0.1027
6439.5,106.335,1.3464,2.0631,0.4899,0.3579
9473.0,100.085,1.173,2.3434,0.387,0.1711
8069.0,100.837,1.2236,2.2064,0.4154,0.2624
6338.0,108.542,0.7614,2.057,0.4734,0.362
7506.5,86.0784,0.9523,2.1695,0.6199,0.287
8516.0,81.7023,0.7757,2.2769,0.6159,0.2154
6298.5,104.48,1.2215,2.0581,0.5174,0.3613
6541.0,52.6365,1.0154,2.0055,0.7212,0.2194
7669.0,88.3311,0.9097,2.2088,0.5763,0.2608
8305.5,100.732,0.9719,2.2666,0.627,0.2223
9382.5,88.9434,0.9392,2.2791,0.5416,0.2139
9260.0,77.599,1.6161,2.3392,0.5062,0.1739
6854.0,98.521,1.347,2.158,0.515,0.2947
9187.0,92.2258,1.1906,2.2775,0.5495,0.215
7489.5,99.255,1.568,2.185,0.428,0.2767
6701.5,96.1619,1.5058,2.1603,0.6588,0.2931
8716.5,40.2473,296.7309,1.9816,0.2791,0.24
7198.5,80.7845,0.8917,2.1179,0.8246,0.3214
7050.0,68.998,2.564,2.102,0.343,0.1362
9479.0,99.7414,1.0761,2.3452,0.4608,0.1699
7376.5,92.6262,0.9916,2.1745,0.9129,0.2837
