DEPT,DEN,DT,GR,NEU,RES_DEP,PHI,PERM
6390.0,2.0126,158.4,111.931,0.6915,1.3736,0.3916,57743.20835101469
6390.5,2.0411,158.7,118.409,0.6316,1.4035,0.3726,24073.59445649232
6391.0,2.0386,157.9,119.221,0.7189,1.4337,0.3743,26033.787676010514
6391.5,2.0247,157.25,119.22,0.6735,1.469,0.3835,39766.55558830277
6392.0,2.0371,156.4,114.853,0.5336,1.5161,0.3753,27260.59004474111
6392.5,2.071,155.4,117.182,0.458,1.5158,0.3527,9629.037226960441
6393.0,2.0899,155.3,113.996,0.428,1.5266,0.3401,5390.256247405067
6393.5,2.0846,154.9,111.37,0.5002,1.5442,0.3436,6332.891359012583
6394.0,2.0832,155.7,108.753,0.5319,1.5497,0.3445,6600.854222509781
6394.5,2.1013,155.9,109.279,0.4612,1.5218,0.3325,3798.616264241175
6395.0,2.1141,156.7,106.204,0.4146,1.4626,0.3239,2556.4867254694914
6395.5,2.0982,157.1,106.26,0.4333,1.4222,0.3345,4165.059498655221
6396.0,2.0693,157.2,106.144,0.5035,1.4277,0.3538,10129.325991812902
6396.5,2.062,157.3,110.118,0.5066,1.4701,0.3587,12693.173748245563
6397.0,2.0748,157.05,115.221,0.4544,1.5074,0.3501,8542.566011981713
6397.5,2.0729,158.0,116.707,0.4711,1.5239,0.3514,9069.547185121128
6398.0,2.0472,158.7,115.777,0.4733,1.5261,0.3685,19931.940316832322
6398.5,2.0249,158.4,107.522,0.5179,1.5256,0.3834,39583.86406460871
6399.0,2.0277,158.3,100.774,0.5797,1.5278,0.3815,36267.88161834182
6399.5,2.0425,158.3,101.153,0.6009,1.5435,0.3717,23096.32256291915
