Depth,GR,Log_ILD,DT,RHOB,NPHI,PHI,PERM,Facies,velocity,Facies_code,vshale,effective porosity
7761.0,41.5505,0.9332,137.507,2.2382,0.6206,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0205,-2.3070500000000003
7761.5,42.4095,0.9332,137.507,2.2382,0.578,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0274,-3.1730000000000005
7762.0,43.1519,0.9332,137.507,2.2382,0.5955,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0335,-3.93855
7762.5,41.9945,0.9332,137.507,2.2382,0.6218,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0241,-2.7588500000000002
7763.0,40.7992,0.9332,137.507,2.2382,0.6274,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0144,-1.5414999999999999
7763.5,38.8107,0.9332,137.507,2.2382,0.5824,0.2657,175.29363971183804,1.0,7272.357043641415,0,-0.0018,0.4916
7764.0,40.6653,0.9332,137.507,2.2382,0.597,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0133,-1.4034499999999999
7764.5,42.8566,0.9332,137.507,2.2382,0.6091,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0311,-3.63735
7765.0,43.9829,0.9332,137.507,2.2382,0.6038,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0402,-4.7794
7765.5,41.8767,0.9332,137.507,2.2382,0.5856,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0231,-2.63335
7766.0,39.3093,0.9332,137.507,2.2382,0.5447,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0023,-0.022950000000000026
7766.5,38.9729,0.9332,137.507,2.2382,0.5785,0.2657,175.29363971183804,1.0,7272.357043641415,0,-0.0005,0.32845
7767.0,39.1835,0.9332,137.507,2.2382,0.5653,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0012,0.11510000000000001
7767.5,41.4101,0.9332,137.507,2.2382,0.5588,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0193,-2.1564500000000004
7768.0,42.5559,0.9332,137.507,2.2382,0.545,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0286,-3.3236000000000003
7768.5,43.3257,0.9332,137.507,2.2382,0.5932,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0349,-4.11425
7769.0,43.7204,0.9332,137.507,2.2382,0.6144,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0381,-4.51585
7769.5,44.2192,0.9332,137.507,2.2382,0.6087,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0421,-5.01785
7770.0,44.0502,0.9332,137.507,2.2382,0.6243,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0408,-4.8547
7770.5,43.9145,0.9332,137.507,2.2382,0.6008,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0397,-4.7166500000000005
7771.0,44.6467,0.9332,137.507,2.2382,0.5893,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0456,-5.4571000000000005
7771.5,44.9683,0.9332,137.507,2.2382,0.5295,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0482,-5.7834
7772.0,45.8543,0.9332,137.507,2.2382,0.5638,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0554,-6.687
7772.5,44.7998,0.9332,137.507,2.2382,0.5928,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0469,-5.6202499999999995
7773.0,45.9411,0.9332,137.507,2.2382,0.6172,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0561,-6.77485
7773.5,43.1498,0.9332,137.507,2.2382,0.5797,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0335,-3.93855
7774.0,38.9224,0.9332,137.507,2.2382,0.5549,0.2657,175.29363971183804,1.0,7272.357043641415,0,-0.0009,0.37865
7774.5,37.8108,0.9332,137.507,2.2382,0.5516,0.2657,175.29363971183804,1.0,7272.357043641415,0,-0.0099,1.50815
7775.5,40.3652,0.9332,137.507,2.2382,0.5647,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0108,-1.0897000000000001
7776.0,41.3035,0.9332,137.507,2.2382,0.5426,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0185,-2.05605
7776.5,46.1351,0.9332,137.507,2.2382,0.5669,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0577,-6.97565
7777.0,48.3058,0.9332,137.507,2.2382,0.5313,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0753,-9.18445
7777.5,50.4514,0.9332,137.507,2.2382,0.508,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0928,-11.3807
7778.0,48.8838,0.9332,137.507,2.2382,0.4577,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.08,-9.7743
7778.5,48.4878,0.9332,137.507,2.2382,0.5021,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0768,-9.372699999999998
7779.0,45.4198,0.9332,137.507,2.2382,0.5068,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0519,-6.247750000000001
7779.5,44.3431,0.9332,137.507,2.2382,0.5221,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0431,-5.14335
7780.0,43.4178,0.9332,137.507,2.2382,0.4707,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0356,-4.2021
7780.5,44.9165,0.9332,137.507,2.2382,0.4976,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0478,-5.7332
7781.0,47.5511,0.9332,137.507,2.2382,0.5228,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0692,-8.418899999999999
7781.5,46.4234,0.9332,137.507,2.2382,0.5608,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0601,-7.2768500000000005
7782.0,48.5137,0.9332,137.507,2.2382,0.5486,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.077,-9.397799999999998
7782.5,46.6597,0.9332,137.507,2.2382,0.5115,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.062,-7.5153
7783.0,47.7663,0.9332,137.507,2.2382,0.4961,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.071,-8.644799999999998
7783.5,46.1361,0.9332,137.507,2.2382,0.5421,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0577,-6.97565
7784.0,45.2916,0.9332,137.507,2.2382,0.6082,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0509,-6.12225
7784.5,48.1179,0.9332,137.507,2.2382,0.6398,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0738,-8.9962
7785.0,49.7239,0.9332,137.507,2.2382,0.6007,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0869,-10.64025
7785.5,51.436,0.9332,137.507,2.2382,0.5287,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.1008,-12.384699999999999
7786.0,46.8198,0.9332,137.507,2.2382,0.515,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0633,-7.67845
7786.5,44.6051,0.9332,137.507,2.2382,0.5016,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0453,-5.41945
7787.0,45.1182,0.9332,137.507,2.2382,0.5828,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.0494,-5.934
7787.5,51.7862,0.9332,137.507,2.2382,0.5673,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.1036,-12.736099999999999
7788.0,66.2782,0.9332,137.507,2.2382,0.5873,0.2657,175.29363971183804,1.0,7272.357043641415,0,0.2214,-27.520000000000003
7788.5,76.5832,0.9332,137.507,2.2382,0.509,0.2657,175.29363971183804,2.0,7272.357043641415,1,0.3051,-38.02435
7789.0,83.8493,0.9332,137.507,2.2382,0.4875,0.2657,175.29363971183804,3.0,7272.357043641415,2,0.3641,-45.42885
