Depth,GR,Log_ILD,DT,RHOB,NPHI,PHI,PERM,velocity,GRI,vshale,PHIeff,formation_factor,swirr,permeability,Facies_code
7530.5,84.284,0.7945,145.9,2.1887,0.4849,0.2976,3414.4131232087075,6854.009595613434,0.6217,0.32582211540163836,0.25393983653618046,8.396163686220728,0.06479260639232198,2657.3153277540277,2
7531.0,84.2559,0.7927,145.2,2.1936,0.7859,0.2945,3279.4098022978465,6887.052341597797,0.6214,0.32550769134976765,0.2508819693591311,8.587332843132117,0.06552607436407326,2608.576849870551,2
7531.5,86.2107,0.7905,146.7,2.2021,0.6036,0.289,3052.8899662578137,6816.63258350375,0.6442,0.3501069254663701,0.24208567198750638,8.94254898067325,0.06686758923676421,2523.3612056573593,2
7532.0,89.6999,0.7844,146.4,2.2085,0.7992,0.2848,2890.5059470884894,6830.601092896175,0.6849,0.397758792036434,0.23150032186711783,9.228491612193134,0.06792824012218016,2459.3691154272888,2
7532.5,90.6633,0.7715,150.3,2.2093,0.9219,0.2843,2871.7590613099087,6653.35994677312,0.6961,0.4117683591024449,0.22912303988027238,9.26342183258437,0.06805667429644344,2451.813403450598,2
7533.0,89.1071,0.7609,146.8,2.2022,0.7787,0.2889,3048.9196415663646,6811.989100817438,0.678,0.3893260943735201,0.2367303033539483,8.94920536940172,0.06689247106140467,2521.8266986927874,2
7533.5,84.7542,0.8588,150.1,2.1782,0.5655,0.3044,3730.3352188302033,6662.225183211192,0.6272,0.33162963703603576,0.2599616286371712,7.99807912117243,0.06323795980727252,2766.0129345802693,2
7534.0,83.7056,1.0501,151.2,2.1335,0.4895,0.3332,5426.475041319679,6613.756613756615,0.615,0.31885728661200125,0.2904731235939918,6.585305923448732,0.05738164307271417,3253.601342389631,2
7534.5,77.4733,1.0571,151.9,2.0877,0.4697,0.3628,7976.440806691731,6583.278472679394,0.5422,0.25041597767380397,0.3292442589917103,5.48412115907846,0.05236468828838027,3800.6310238066794,1
7535.0,79.7133,0.9694,144.6,2.0752,0.4781,0.3708,8851.625300205846,6915.629322268327,0.5684,0.2735892575367318,0.33413903949007795,5.232886073813628,0.05115117825531308,3956.4634685510896,1
7535.5,86.0914,0.9845,143.2,2.1062,0.4323,0.3508,6823.203660992792,6983.2402234636875,0.6428,0.34855464241869366,0.30409367791589503,5.895404144448974,0.05429274419500719,3573.2546392227964,2
7536.0,94.165,1.072,136.9,2.1575,0.3627,0.3177,4435.227765706684,7304.601899196494,0.737,0.46648619707506056,0.2551908495919419,7.295493546435606,0.0603965791516192,2985.7104982439682,2
7536.5,94.7283,1.1246,134.5,2.2022,0.3796,0.2889,3048.9196415663646,7434.944237918216,0.7435,0.47572301203791334,0.2251531163869196,8.94920536940172,0.06689247106140467,2521.8266986927874,2
7537.0,95.4414,1.1488,134.2,2.23,0.4579,0.271,2415.349229464482,7451.5648286140095,0.7519,0.48789017806944873,0.20562271613869387,10.268516708703485,0.0716537392907847,2255.7045575160832,2
7537.5,93.5714,1.1892,135.0,2.244,0.6752,0.2619,2145.601927297131,7407.407407407408,0.73,0.45670955971758853,0.20070091899784315,11.050969184413088,0.07433360338505422,2126.936872219477,2
7538.0,98.287,1.221,133.7,2.2496,0.6822,0.2583,2047.4009805784476,7479.431563201198,0.7851,0.5386287553442356,0.1861237467838724,11.38476882006313,0.07544789201847567,2077.2096932659474,2
7538.5,99.9126,1.2227,136.9,2.2505,0.6098,0.2577,2031.4767972260245,7304.601899196494,0.804,0.5695024151219519,0.18138667637365843,11.441835237037012,0.07563674780500881,2068.98873691368,2
7539.0,103.498,1.2054,137.2,2.2463,0.6047,0.2605,2106.8650678384683,7288.62973760933,0.8459,0.6435254024571629,0.17426759607074016,11.179054542636706,0.0747631411279539,2107.5167498228534,2
7539.5,99.0326,1.1862,140.6,2.2339,0.5404,0.2685,2338.032788126931,7112.375533428165,0.7938,0.5526546838270755,0.19444427236717188,10.475179313320263,0.07237119355558627,2219.890737800908,2
7540.0,94.7608,1.186,136.7,2.2171,0.4536,0.2793,2690.8490049312595,7315.28895391368,0.7439,0.4762964765092813,0.21547627214775628,9.62363577074524,0.06936726811236421,2376.9864253464943,2
7540.5,88.8914,1.2116,141.1,2.2073,0.43,0.2856,2920.755846752426,7087.172218284904,0.6755,0.38630741064750046,0.23383480697323494,9.173003365027634,0.06772371580557152,2471.4858672431205,2
7541.0,87.0959,1.2615,139.0,2.21,0.5207,0.2839,2856.84913269918,7194.244604316546,0.6545,0.36170025796295774,0.23543216543296364,9.291505655341364,0.06815975959223068,2445.7783920932084,2
7541.5,85.8994,1.2555,139.0,2.2207,0.5436,0.277,2611.5018589372603,7194.244604316546,0.6405,0.3460165317127858,0.23063378475048674,9.796257358758455,0.06998663214771252,2343.0117996217323,2
7542.0,89.7511,1.1913,134.4,2.2308,0.6168,0.2705,2399.684056325588,7440.47619047619,0.6855,0.3984991467690983,0.21710111433294083,10.309368423834597,0.0717961295051293,2248.515243113023,2
7542.5,92.6203,1.1499,138.6,2.2356,0.5391,0.2674,2304.8023577582057,7215.007215007216,0.719,0.4416965273094937,0.20821266534052787,10.56804547010892,0.07269128376259743,2204.2377968973665,2
7543.0,93.2183,1.1445,138.6,2.2374,0.537,0.2662,2269.089406823005,7215.007215007216,0.7259,0.45106422312873606,0.20575739410074936,10.670736103222573,0.07304360376933279,2187.2351405453983,2
7543.5,93.4962,1.149,138.6,2.2405,0.5504,0.2642,2210.7932993758527,7215.007215007216,0.7292,0.45560336435227694,0.20314914917679489,10.845164428799295,0.07363818448603719,2159.0673025759806,2
7544.0,89.1393,1.1503,141.5,2.2441,0.6069,0.2619,2145.601927297131,7067.137809187279,0.6783,0.3896896387756007,0.20968158840406953,11.050969184413088,0.07433360338505422,2126.936872219477,2
7544.5,91.8965,1.1566,134.2,2.2423,0.5489,0.263,2176.537020366632,7451.5648286140095,0.7105,0.4303821878829422,0.20532878682368577,10.951833439967722,0.0739994372950488,2142.2685532915643,2
7545.0,87.4151,1.1548,139.3,2.2342,0.5216,0.2683,2331.9554559989283,7178.750897343862,0.6582,0.36594018585134686,0.2192640150959195,10.491974907216694,0.07242918923754667,2217.0399694672265,2
7545.5,86.3565,1.1169,139.7,2.2258,0.4779,0.2737,2501.7252732109428,7158.196134574088,0.6459,0.3519993489035747,0.22653208724692098,10.051962854782227,0.07089415651089385,2294.756251448911,2
7546.0,86.7362,1.086,141.0,2.22,0.4651,0.2774,2625.1313172932746,7092.198581560284,0.6503,0.35693587181427117,0.22957059317688763,9.765912021291012,0.0698781511679116,2348.900251762573,2
7546.5,90.2483,1.0921,142.0,2.2131,0.4785,0.2819,2783.4526488500446,7042.2535211267605,0.6913,0.40571495123722273,0.22753419653421214,9.433813284576166,0.06867973967836573,2415.730778243778,2
7547.0,92.5307,1.083,140.9,2.2039,0.4654,0.2878,3005.5853853645613,7097.232079488999,0.7179,0.44021838717854384,0.22881073611807512,9.022907224021306,0.06716735525544126,2504.9821689605815,2
7547.5,90.5832,1.0603,142.7,2.1973,0.4652,0.2921,3178.568154915865,7007.708479327261,0.6952,0.41062766159037745,0.23707589334688944,8.73974662237398,0.06610501729208601,2571.1943042980474,2
7548.0,84.7953,1.0949,140.8,2.1964,0.5669,0.2926,3199.317895011558,7102.272727272727,0.6277,0.3321616669032024,0.2480903366349709,8.70766871075845,0.06598359156168467,2578.9571114522164,2
7548.5,86.8205,1.1249,142.5,2.1961,0.6372,0.2928,3207.655668951892,7017.543859649123,0.6513,0.3580655990133595,0.24481920973220983,8.694885831703834,0.06593514173680008,2582.0659514123754,2
7549.0,90.4931,1.118,141.6,2.1923,0.7072,0.2953,3313.729682378482,7062.146892655367,0.6941,0.4092370465998703,0.24046223575561737,8.537393095455633,0.06533526266670867,2621.105668231145,2
7549.5,97.2885,1.0857,142.3,2.1886,0.5564,0.2977,3418.8593960933936,7027.406886858748,0.7734,0.5202530236402628,0.22798609483220478,8.39010111808709,0.06476920996155151,2658.896032955359,2
7550.0,97.8471,1.0652,140.8,2.1916,0.5754,0.2957,3331.024075853448,7102.272727272727,0.7799,0.530393654259935,0.22462725032916872,8.512582653774217,0.0652402584826816,2627.3828217611504,2
7550.5,96.4633,1.062,143.8,2.2022,0.4996,0.2889,3048.9196415663646,6954.102920723226,0.7638,0.5055819261905445,0.221152021890467,8.94920536940172,0.06689247106140467,2521.8266986927874,2
7551.0,97.6035,1.0729,142.1,2.2138,0.5017,0.2814,2765.400076105595,7037.297677691767,0.7771,0.52600464908434,0.2109153770226984,9.469889018007963,0.06881093306302409,2408.2520630336016,2
7551.5,95.3337,1.0919,141.0,2.2194,0.5662,0.2778,2638.831907949824,7092.198581560284,0.7506,0.4859899779868232,0.21267734294976567,9.735704205291256,0.06976999428583629,2354.797200078459,2
7552.0,95.5987,1.11,139.8,2.2184,0.6291,0.2785,2662.980221410556,7153.075822603719,0.7537,0.490531705208244,0.21276875150209534,9.683168975628563,0.06958149529734382,2365.1373035567826,2
7552.5,92.4406,1.1255,139.9,2.2146,0.5609,0.2809,2747.464586503492,7147.962830593281,0.7169,0.4388782372226623,0.22209031621216324,9.506167234253645,0.06894261104082745,2400.7866231189537,2
7553.0,91.0777,1.1239,139.8,2.2131,0.4732,0.2819,2783.4526488500446,7153.075822603719,0.701,0.41802522544899356,0.22588461978983485,9.433813284576166,0.06867973967836573,2415.730778243778,2
7553.5,92.3635,1.1271,140.5,2.2172,0.5341,0.2792,2687.3495194066245,7117.437722419929,0.716,0.43767503739015484,0.22055154498971924,9.63104804802506,0.06939397685687519,2375.5034265832396,2
7554.0,93.2826,1.1478,140.5,2.2237,0.5235,0.275,2544.4086926172104,7117.437722419929,0.7267,0.45216109590656234,0.21441041314852066,9.950075995554116,0.07053394925691499,2313.6969814923928,2
7554.5,95.8731,1.1609,138.8,2.2276,0.4759,0.2725,2462.96099841975,7204.610951008645,0.7569,0.49525796848943526,0.2061354322224157,10.147374768603918,0.07122982089196883,2277.352152154035,2
7555.0,93.0271,1.157,139.0,2.2269,0.4312,0.273,2479.0392443758765,7194.244604316546,0.7237,0.4480594012308872,0.21296004023506113,10.107459233382611,0.07108958866593128,2284.594567519622,2
7555.5,92.2998,1.1317,139.1,2.2237,0.4787,0.275,2544.4086926172104,7189.072609633357,0.7152,0.4366078554163989,0.21649454737420257,9.950075995554116,0.07053394925691499,2313.6969814923928,2
7556.0,88.4245,1.1241,141.1,2.2205,0.5232,0.2771,2614.9025751027307,7087.172218284904,0.67,0.37973404324423987,0.22621563820527185,9.788658086686326,0.06995948143992466,2344.483116140611,2
7556.5,91.196,1.1497,141.4,2.2169,0.5549,0.2794,2694.353047510661,7072.135785007072,0.7023,0.41969845030642283,0.22316040765893932,9.616231848464748,0.06934057920317924,2378.4699551211124,2
7557.0,89.5327,1.1616,140.8,2.2127,0.6457,0.2821,2790.706632268173,7102.272727272727,0.6829,0.395299154675605,0.22912991327346893,9.4194393530102,0.06862739741899805,2418.7259814111976,2
7557.5,91.7311,1.1516,143.3,2.2092,0.7155,0.2844,2875.498686242478,6978.367062107466,0.7086,0.4278866515812538,0.22706318868811198,9.256420309967899,0.06803094997854983,2453.3234838209814,2
7558.0,90.6387,1.1285,143.0,2.2063,0.6595,0.2863,2947.4840849237034,6993.006993006993,0.6958,0.4113878340125693,0.2311740302423157,9.124851203271838,0.0675457297068876,2482.1159032485975,2
7558.5,92.2857,1.1228,143.7,2.2029,0.5049,0.2885,3033.089910302326,6958.942240779402,0.715,0.4363414018653219,0.23003025215004685,8.975903645847477,0.06699217732633968,2515.693980968008,2
7559.0,94.6796,1.1273,142.0,2.2005,0.4596,0.29,3092.878687125245,7042.2535211267605,0.743,0.47500700824089903,0.2263490608957195,8.876382203375456,0.06661975008725061,2538.7354810428005,2
7559.5,93.6514,1.1158,141.3,2.2046,0.4124,0.2874,2989.98064187024,7077.1408351026175,0.731,0.45809549936989835,0.2260152030844336,9.04992848555512,0.06726785445350222,2498.8728158175322,2
7560.0,91.1325,1.1024,141.3,2.2145,0.5195,0.281,2751.042354293086,7077.1408351026175,0.7016,0.41879678990707464,0.22488123015245204,9.498895320580356,0.0689162365505414,2402.278649078371,2
7560.5,86.8768,1.1043,140.7,2.2217,0.494,0.2763,2587.820359170242,7107.320540156362,0.6519,0.3587448273687301,0.22822819313259016,9.849695098328166,0.0701772580624527,2332.7274522921102,2
7561.0,91.7034,1.1189,138.2,2.2221,0.4867,0.2761,2581.0937452877724,7235.890014471781,0.7083,0.4274937299535212,0.21881584018622818,9.865041469403996,0.07023190681379794,2329.7938464373506,2
7561.5,98.0583,1.1465,137.6,2.2187,0.4682,0.2783,2656.0582418138624,7267.441860465116,0.7824,0.534339130934176,0.2066985564548204,9.698136576363089,0.06963525176361139,2362.1803332216627,2
7562.0,103.993,1.1755,137.5,2.2146,0.5323,0.2809,2747.464586503492,7272.727272727273,0.8516,0.6542241040112197,0.19323397006249654,9.506167234253645,0.06894261104082745,2400.7866231189537,2
7562.5,106.966,1.1719,137.4,2.2131,0.6398,0.2819,2783.4526488500446,7278.020378457059,0.8863,0.7228399007561417,0.185039453298677,9.433813284576166,0.06867973967836573,2415.730778243778,2
7563.0,105.698,1.089,138.4,2.2162,0.4798,0.2799,2711.9418241978747,7225.43352601156,0.8715,0.6928260625584707,0.1870613076171649,9.579337128748936,0.06920743142448264,2385.895569165431,2
7563.5,96.9166,1.028,138.4,2.2212,0.4463,0.2766,2597.943163568931,7225.43352601156,0.7691,0.5136369145857105,0.20777265344551482,9.826741043707276,0.07009543866653263,2337.1318436544902,2
7564.0,95.063,1.0495,139.4,2.2216,0.4292,0.2764,2591.190237119456,7173.601147776183,0.7474,0.4813394645708992,0.21190051174749946,9.84203502630095,0.07014996445580336,2334.1950517355153,2
7564.5,89.3992,1.1264,139.2,2.2175,0.4877,0.279,2680.3641958233115,7183.908045977012,0.6814,0.3934626883595434,0.2262759997598212,9.645897717308792,0.06944745393932304,2372.539022090733,2
7565.0,96.2132,1.1329,140.5,2.215,0.6413,0.2806,2736.759176550145,7117.437722419929,0.7609,0.5012206049155525,0.21343643894131598,9.528031979152761,0.06902185153686027,2396.3137313108964,2
7565.5,92.0813,1.1023,140.4,2.2155,0.676,0.2803,2726.095479892334,7122.507122507122,0.7127,0.433286989184907,0.22223954344922245,9.549970483945218,0.06910126802000531,2391.845618607672,2
7566.0,95.9246,1.0925,139.7,2.2162,0.6204,0.2799,2711.9418241978747,7158.196134574088,0.7575,0.49614846915372574,0.21341610513340073,9.579337128748936,0.06920743142448264,2385.895569165431,2
7566.5,94.2432,1.0649,139.0,2.216,0.5164,0.28,2715.473333995504,7194.244604316546,0.7379,0.4677559750609609,0.21732069934183126,9.571983076801098,0.06918086107010052,2387.3822850086935,2
7567.0,97.9596,1.0683,143.5,2.2144,0.4659,0.281,2751.042354293086,6968.641114982578,0.7812,0.5324421449497546,0.2096527525767329,9.498895320580356,0.0689162365505414,2402.278649078371,2
7567.5,96.7884,1.0888,137.2,2.2111,0.4395,0.2832,2830.942786188692,7288.62973760933,0.7676,0.5113460813575004,0.21467962509809496,9.340953370459202,0.06834088589731334,2435.23756619252,2
7568.0,97.4162,1.1039,144.1,2.209,0.4927,0.2845,2879.243180941047,6939.625260235947,0.7749,0.5225781875723895,0.21447452286529978,9.249426537909805,0.06800524442243336,2454.834095203822,2
7568.5,92.5423,1.0937,137.3,2.2103,0.4662,0.2837,2849.4232227174307,7283.3211944646755,0.718,0.44035259130656207,0.22469275276492068,9.305594365366069,0.06821141533997836,2442.76407248871,2
7569.0,95.7201,1.0793,138.4,2.2131,0.4414,0.2819,2783.4526488500446,7225.43352601156,0.7551,0.49259467349960584,0.21589231375105278,9.433813284576166,0.06867973967836573,2415.730778243778,2
7569.5,93.616,1.1269,135.7,2.2143,0.4062,0.2811,2754.624781077172,7369.196757553427,0.7306,0.4575406969394551,0.21978954661011302,9.491631554129507,0.06888988152889185,2403.7712060495223,2
7570.0,91.0004,1.1662,135.7,2.2134,0.3947,0.2817,2776.217520970091,7369.196757553427,0.7001,0.416870102616989,0.22583940624932347,9.44821937543709,0.06873215905032043,2412.7376991240717,2
7570.5,86.95,1.1294,130.5,2.2144,0.4355,0.281,2751.042354293086,7662.835249042146,0.6528,0.3597656316403642,0.23279140536019122,9.498895320580356,0.0689162365505414,2402.278649078371,2
7571.0,84.6865,1.066,132.1,2.2183,0.437,0.2785,2662.980221410556,7570.02271006813,0.6264,0.33077980702181464,0.23417550585907687,9.683168975628563,0.06958149529734382,2365.1373035567826,2
7571.5,85.9967,1.0252,133.5,2.2202,0.4522,0.2773,2621.7172985102416,7490.63670411985,0.6417,0.34733889540598184,0.23075658801559842,9.773485430858974,0.0699052409725443,2347.427342211008,2
7572.0,89.4846,1.0609,135.7,2.2168,0.4623,0.2795,2697.861653079064,7369.196757553427,0.6824,0.3946862140888063,0.2266120473121,9.608836268780676,0.06931391010749817,2379.9540159071175,2
7572.5,94.5004,1.0505,139.2,2.2115,0.5191,0.2829,2819.9121060374346,7183.908045977012,0.7409,0.4720097983531723,0.2196506870206749,9.362263334571269,0.06841879615489908,2430.728034561432,2
7573.0,96.1239,0.9907,140.0,2.2104,0.5285,0.2836,2845.7175092778493,7142.857142857143,0.7598,0.4995747775153188,0.2166569798129473,9.312650460002532,0.06823727156035231,2441.257709204936,2
7573.5,93.9095,0.9452,138.2,2.214,0.5011,0.2813,2761.803635904592,7235.890014471781,0.734,0.4622747089341265,0.21935518900282705,9.477128414831686,0.06883722980637616,2406.7579130271165,2
7574.0,90.6893,0.8933,138.2,2.2183,0.4918,0.2785,2662.980221410556,7235.890014471781,0.6964,0.4121491770784597,0.2232720102714864,9.683168975628563,0.06958149529734382,2365.1373035567826,2
7574.5,87.0724,0.9083,138.4,2.2201,0.4966,0.2774,2625.1313172932746,7225.43352601156,0.6542,0.36135824012265755,0.22897799582356387,9.765912021291012,0.0698781511679116,2348.900251762573,2
7575.0,84.6316,0.8871,140.5,2.219,0.5648,0.2781,2649.1542547659506,7117.437722419929,0.6258,0.3301435777772459,0.23386076057784905,9.713138098303874,0.06968908845114805,2359.225486931112,2
7575.5,83.949,0.7506,135.5,2.2164,0.6582,0.2797,2704.892576958414,7380.073800738008,0.6178,0.3217534118114434,0.23658504281726658,9.594070087704347,0.06926063126951829,2382.923730513371,2
7576.0,84.433,0.6032,135.5,2.2143,0.7679,0.2811,2754.624781077172,7380.073800738008,0.6234,0.3276084284512401,0.23720047058753385,9.491631554129507,0.06888988152889185,2403.7712060495223,2
7576.5,87.5624,0.6111,139.4,2.2155,0.8053,0.2803,2726.095479892334,7173.601147776183,0.6599,0.3679017913571771,0.23100115995813825,9.549970483945218,0.06910126802000531,2391.845618607672,2
7577.0,80.9036,0.8834,132.5,2.224,0.7407,0.2748,2537.794920230038,7547.169811320755,0.5823,0.2865304478314492,0.2364049199905858,9.965652135474047,0.07058913562112107,2310.7771819111267,2
7577.5,79.6117,1.2444,126.2,2.2422,0.6441,0.2631,2179.3713222472047,7923.930269413629,0.5672,0.2724935148730215,0.2265858690070151,10.942885779015974,0.07396920230412105,2143.6655285238703,1
7578.0,70.5702,1.3989,129.2,2.2655,0.532,0.2481,1792.8964882617438,7739.938080495357,0.4617,0.1882218185946579,0.22287827630831583,12.414926316055093,0.07878745558797763,1940.0532361262005,0
7578.5,72.5304,1.5675,125.1,2.2857,0.4133,0.235,1511.8806077893682,7993.605115907275,0.4846,0.2046278236654913,0.20757987162882416,13.950693125637232,0.08351854023400203,1772.005213376936,0
7579.0,69.8387,1.5848,125.7,2.297,0.3868,0.2277,1374.864302136887,7955.449482895783,0.4532,0.18237330320386227,0.20326197737068247,14.930046958173415,0.08640036735504489,1682.3139518117393,0
7579.5,69.6465,1.3129,130.9,2.2945,0.4323,0.2294,1405.6195348206847,7639.419404125286,0.4509,0.18081255803808474,0.20517111722289663,14.69318173707711,0.08571225623292479,1702.9482034528962,0
7580.0,73.4994,1.075,139.1,2.2736,0.6408,0.2428,1673.4048544316636,7189.072609633357,0.4959,0.21308537716525788,0.21424655945985543,13.004900157350257,0.0806377707943066,1870.966762361571,0
7580.5,80.7869,0.9631,141.9,2.2392,0.6638,0.265,2233.929828657581,7047.216349541931,0.5809,0.2852060269643586,0.22678239238677594,10.774895343023834,0.073399234815575,2170.308949381075,2
7581.0,85.2373,0.9416,144.5,2.2078,0.4856,0.2853,2909.3752128156984,6920.415224913495,0.6328,0.33762751958218673,0.24005791237598698,9.193754029889574,0.06780027297101972,2466.938102717466,2
7581.5,87.4697,0.9462,141.5,2.1921,0.4229,0.2954,3318.044844575398,7067.137809187279,0.6589,0.3667468701414818,0.24625591940104144,8.53118056251257,0.06531148659505681,2622.674160091706,2
7582.0,87.7888,0.9407,146.5,2.1892,0.4334,0.2973,3401.108969112023,6825.938566552901,0.6626,0.37103491419651236,0.24758132149766734,8.414389949063601,0.06486289366449666,2652.5763982400636,2
7582.5,88.4338,0.9697,144.1,2.189,0.5947,0.2974,3405.5379172332714,6939.625260235947,0.6701,0.3798527332985263,0.24649973373799747,8.408308092740246,0.06483944822690985,2654.155510396399,2
7583.0,91.3068,1.0058,144.7,2.1875,0.5521,0.2984,3450.145848302156,6910.850034554251,0.7036,0.42137726306897405,0.24193544674875747,8.34784216372729,0.06460589045794234,2669.9758377866333,2
7583.5,92.5602,1.015,143.1,2.1864,0.5182,0.2991,3481.7186071349734,6988.120195667366,0.7183,0.44075541026395265,0.24003877502463034,8.30589432794306,0.06444336400259944,2681.0816623607425,2
7584.0,88.2355,1.0108,142.8,2.1862,0.5286,0.2992,3486.2525256961994,7002.801120448179,0.6678,0.377130548522435,0.24866450649799374,8.299927001408916,0.06442021034352852,2682.6703327894693,2
7584.5,80.8,1.0064,145.7,2.1841,0.5642,0.3006,3550.350828044461,6863.417982155113,0.5811,0.2853949389268177,0.2623570781838064,8.21703980064753,0.06409773709206718,2704.9674754064513,2
7585.0,79.3985,0.9759,132.4,2.1787,0.6918,0.3041,3715.800084154703,7552.870090634441,0.5647,0.2702215199507928,0.26789031632659377,8.015052772840846,0.06330502654940146,2761.165677886086,1
7585.5,86.3565,0.9419,132.4,2.1726,0.7399,0.308,3909.255935163785,7552.870090634441,0.6459,0.3519993489035747,0.260832087246921,7.798438454213112,0.062443728484985236,2824.552788411977,2
7586.0,87.7699,0.9347,132.4,2.1716,0.7817,0.3086,3939.8995085327256,7552.870090634441,0.6624,0.3708020862784208,0.2589125204386916,7.765876107750838,0.062313225352852816,2834.376338812797,2
7586.5,88.4753,1.0151,130.7,2.1775,0.5931,0.3048,3749.803881410328,7651.109410864576,0.6706,0.38044664038142273,0.25382015018888937,7.97552939010162,0.06314875054227763,2772.483377732737,2
7587.0,88.8862,1.0826,129.7,2.1832,0.5242,0.3012,3578.181043791157,7710.100231303008,0.6754,0.3861870654101507,0.24945093323503983,8.181887605628408,0.06396048626155217,2714.5552546010113,2
7587.5,86.3249,1.0653,138.1,2.1834,0.4896,0.301,3568.880150010847,7241.129616220131,0.6455,0.3515533302316505,0.25389185374895884,8.193580482313857,0.06400617346129145,2711.357204140395,2
7588.0,88.5275,1.0739,138.8,2.1836,0.6498,0.3009,3564.2387731066683,7204.610951008645,0.6712,0.38116033489773177,0.24982451512370393,8.199436103593966,0.06402904069090043,2709.7589754335245,2
7588.5,87.1866,1.0854,139.3,2.189,0.7229,0.2974,3405.5379172332714,7178.750897343862,0.6556,0.3629565771475403,0.2487638186622296,8.408308092740246,0.06483944822690985,2654.155510396399,2
7589.0,90.748,1.0568,139.0,2.1952,0.8386,0.2934,3232.799592364445,7194.244604316546,0.6971,0.4130388926241174,0.23805278838836824,8.656701731327392,0.06579020341710227,2591.4052156325133,2
7589.5,84.1071,1.0197,147.8,2.1938,0.664,0.2943,3270.885515276039,6765.899864682002,0.6196,0.3236262188116189,0.25093408667924305,8.599884647635156,0.06557394546477723,2605.449955425248,2
7590.0,82.2165,1.0536,141.7,2.1871,0.657,0.2986,3459.137307446988,7057.163020465773,0.5976,0.3013187174435505,0.2582232918625642,8.335825453336785,0.06455937365455455,2673.146275446025,2
7590.5,79.2739,1.1221,140.6,2.1841,0.5453,0.3006,3550.350828044461,7112.375533428165,0.5633,0.26895555132906335,0.26455995612190547,8.21703980064753,0.06409773709206718,2704.9674754064513,1
7591.0,77.2115,1.0654,140.4,2.1882,0.5286,0.2979,3427.7693193063537,7122.507122507122,0.5392,0.24786054053371617,0.264686687568482,8.377995207344629,0.06472246598880728,2662.0590364031386,1
7591.5,81.2519,1.0049,138.5,2.1963,0.4273,0.2927,3203.48406937089,7220.216606498195,0.5863,0.29034081591778105,0.25379433066701734,8.701273832038526,0.06595935806251652,2580.5112659252422,2
7592.0,89.4158,1.0095,139.0,2.2036,0.4219,0.288,3013.4182710995533,7194.244604316546,0.6816,0.3937071425371097,0.23524324290002727,9.009440901401765,0.06711721426505186,2508.040031610933,2
7592.5,96.3921,1.0317,134.8,2.208,0.4439,0.2852,2905.591531002141,7418.397626112759,0.763,0.5043755614205767,0.21761367476964272,9.200686202550838,0.06782582916025,2465.4232432342274,2
7593.0,92.2572,1.0675,136.6,2.211,0.485,0.2832,2830.942786188692,7320.644216691069,0.7147,0.43594197771059334,0.22478377498678048,9.340953370459202,0.06834088589731334,2435.23756619252,2
7593.5,86.5591,1.1245,139.1,2.2148,0.5243,0.2808,2743.891471649292,7189.072609633357,0.6482,0.3545728546379741,0.23328723747851146,9.513447307192775,0.06896900502107006,2399.2951281712503,2
7594.0,85.9556,1.1416,140.6,2.2172,0.6907,0.2792,2687.3495194066245,7112.375533428165,0.6412,0.34678741591350537,0.2327304862675903,9.63104804802506,0.06939397685687519,2375.5034265832396,2
7594.5,84.4539,1.0623,142.6,2.213,0.7378,0.2819,2783.4526488500446,7012.622720897616,0.6237,0.32792446941825165,0.23795812109795425,9.433813284576166,0.06867973967836573,2415.730778243778,2
7595.0,81.8108,0.9796,142.6,2.2015,0.6502,0.2894,3068.8230342425054,7012.622720897616,0.5928,0.29661664241364105,0.24965336991657208,8.915995834629422,0.06676824033411927,2529.5045436497467,2
7595.5,81.5102,0.9601,143.1,2.1886,0.5201,0.2977,3418.8593960933936,6988.120195667366,0.5893,0.29322435405553526,0.2584079365565583,8.39010111808709,0.06476920996155151,2658.896032955359,2
7596.0,84.1357,0.9843,142.0,2.1824,0.508,0.3017,3601.5394627570013,7042.2535211267605,0.62,0.3240435735376479,0.2582781611459552,8.1527621554544,0.06384654319324735,2722.559673526796,2
7596.5,86.7571,0.9974,141.8,2.186,0.5661,0.2994,3495.338082809325,7052.186177715091,0.6506,0.3572744858044313,0.2515252189022062,8.288011177059978,0.06437395116450434,2685.849266692848,2
7597.0,90.3436,0.9938,141.5,2.1952,0.6129,0.2934,3232.799592364445,7067.137809187279,0.6924,0.4070956159839538,0.23884918745815018,8.656701731327392,0.06579020341710227,2591.4052156325133,2
7597.5,92.6574,1.0025,139.8,2.1993,0.5953,0.2908,3125.246470368354,7153.075822603719,0.7194,0.44223506753457736,0.23154050095036663,8.823963943001552,0.06642275191153085,2551.0731343284824,2
7598.0,88.7549,1.0324,142.2,2.1921,0.4661,0.2954,3318.044844575398,7032.348804500703,0.6739,0.3843855856602192,0.24389233152153061,8.53118056251257,0.06531148659505681,2622.674160091706,2
7598.5,87.7937,1.0528,141.8,2.182,0.4869,0.3019,3610.925470294571,7052.186177715091,0.6626,0.37103491419651236,0.25218132149766737,8.141154496025488,0.06380107560231836,2725.765158207171,2
7599.0,89.3068,1.0561,144.3,2.1817,0.5012,0.3021,3620.335938799015,6930.00693000693,0.6803,0.3921204293890565,0.2495558624618664,8.129571034019486,0.06375567046945504,2728.9727669506465,2
