DEPTH(m)	CALI	GR	RESS	RESD	DENSITY	NEUTRON	
2246.528	13.045	91.265	1.267	1.127	2.078	0.516	434.397
2246.681	13.222	91.354	1.253	1.118	2.076	0.464	437.72
2246.833	13.271	89.042	1.254	1.125	2.082	0.464	435.879
2246.986	13.214	89.217	1.243	1.114	2.083	0.475	432.298
2247.138	13.181	92.255	1.236	1.107	2.08	0.5	430.938
2247.29	13.248	99.905	1.233	1.101	2.083	0.494	430.189
2247.443	13.413	103.595	1.24	1.106	2.089	0.511	427.276
2247.595	13.154	99.284	1.245	1.113	2.091	0.435	424.807
2247.748	13.045	98.666	1.259	1.127	2.088	0.429	425.457
2247.9	13.069	96.032	1.253	1.125	2.089	0.459	426.607
2248.052	12.924	94.282	1.229	1.114	2.097	0.472	423.969
2248.205	12.75	93.666	1.226	1.112	2.109	0.478	417.808
2248.357	12.411	94.301	1.252	1.139	2.126	0.47	408.905
2248.51	12.314	99.264	1.303	1.183	2.147	0.549	397.945
2248.662	12.845	106.162	1.366	1.237	2.159	0.575	388.53
2248.814	12.876	107.251	1.411	1.274	2.158	0.502	385.069
2248.967	12.659	102.153	1.431	1.283	2.148	0.458	387.937
2249.119	12.673	96.395	1.405	1.266	2.132	0.445	395.044
2249.271	12.736	94.971	1.359	1.223	2.121	0.452	403.381
2249.424	12.919	95.414	1.354	1.209	2.121	0.455	406.79
2249.576	13.353	99.961	1.437	1.27	2.125	0.43	405.525
2249.729	13.713	96.913	1.6	1.395	2.129	0.451	403.122
2249.881	13.809	97.689	1.791	1.544	2.141	0.434	398.673
2250.034	13.197	93.633	1.889	1.625	2.167	0.546	388.177
2250.186	12.915	102.211	1.91	1.648	2.188	0.553	375.4
2250.338	12.979	100.967	1.912	1.664	2.178	0.548	371.62
2250.491	13.008	102.855	1.899	1.665	2.145	0.502	373.334
2250.643	12.789	98.63	1.905	1.679	2.123	0.496	373.027
2250.796	12.724	100.91	1.851	1.635	2.127	0.522	372.826
2250.948	12.84	106.962	1.801	1.593	2.144	0.52	371.961
2251.1	12.554	100.847	1.782	1.581	2.152	0.477	371.018
2251.253	12.743	103.065	1.793	1.588	2.145	0.437	369.975
2251.405	13.074	101.688	1.831	1.612	2.132	0.399	369.199
2251.558	12.948	102.707	1.853	1.618	2.12	0.4	368.604
2251.71	12.653	102.744	1.862	1.626	2.102	0.399	367.982
2251.862	12.593	100.432	1.853	1.608	2.067	0.392	367.609
2252.015	13.468	98.893	1.837	1.589	2.026	0.369	367.437
2252.167	13.499	97.105	1.855	1.612	2.011	0.368	367.913
2252.32	12.754	93.682	1.897	1.655	2.025	0.393	368.771
2252.472	12.839	90.52	1.804	1.582	2.019	0.414	369.152
2252.625	12.807	93.148	1.707	1.512	1.968	0.455	369.152
2252.777	12.898	91.596	1.661	1.47	1.92	0.447	369.824
2252.929	13.452	98.467	1.658	1.458	1.944	0.52	371.322
2253.082	12.844	94.492	1.671	1.47	2.033	0.548	373.479
2253.234	12.365	96.841	1.723	1.526	2.11	0.466	376.006
2253.386	12.349	98.24	1.75	1.561	2.132	0.399	377.519
2253.539	12.797	96.063	1.705	1.508	2.118	0.508	377.429
2253.691	13.601	99.219	1.68	1.456	2.099	0.626	377.113
2253.844	14.233	99.114	1.672	1.408	2.076	0.631	376.734
2253.996	14.692	102.054	1.705	1.396	2.048	0.525	375.757
2254.148	14.873	102.143	1.72	1.388	2.029	0.447	375.165
2254.301	14.831	104.379	1.713	1.386	2.018	0.467	374.25
2254.453	14.109	103.345	1.702	1.395	2.008	0.484	371.25
2254.606	13.518	103.975	1.659	1.389	2	0.55	366.508
2254.758	13.435	103.513	1.581	1.351	1.994	0.508	361.902
2254.91	13.172	101.226	1.501	1.291	1.977	0.485	359.837
2255.063	13.555	107.381	1.474	1.27	1.956	0.501	360.922
2255.215	13.748	109.362	1.529	1.31	1.969	0.561	363.994
2255.368	13.318	105.39	1.664	1.432	2.03	0.576	366.828
2255.52	13.11	101.013	1.748	1.51	2.097	0.491	367.927
2255.672	13.098	101.776	1.748	1.516	2.128	0.449	367.949
2255.825	12.768	102.213	1.728	1.503	2.13	0.46	366.44
2255.977	12.639	106.112	1.726	1.513	2.132	0.51	363.6
2256.13	12.739	102.454	1.695	1.496	2.138	0.48	360.197
2256.282	12.713	98.955	1.648	1.457	2.136	0.437	356.39
2256.434	12.694	96.992	1.643	1.454	2.118	0.417	354.072
2256.587	12.747	101.33	1.64	1.446	2.095	0.392	354.293
2256.739	12.865	110.337	1.622	1.423	2.083	0.363	355.721
2256.892	12.882	106.221	1.643	1.429	2.079	0.377	357.091
2257.044	13.382	111.046	1.686	1.467	2.073	0.392	357.664
2257.196	13.151	103.143	1.709	1.48	2.076	0.452	357.492
2257.349	12.85	104.438	1.686	1.456	2.097	0.513	357.257
2257.501	12.689	101.195	1.658	1.44	2.111	0.517	357.379
2257.654	12.554	100.72	1.651	1.442	2.093	0.515	357.373
2257.806	12.636	98.714	1.639	1.437	2.069	0.46	357.476
2257.958	12.59	100.06	1.658	1.459	2.088	0.468	356.772
2258.111	12.719	105.704	1.69	1.492	2.135	0.453	354.673
2258.263	12.892	107.728	1.701	1.495	2.16	0.496	351.315
2258.416	12.776	107.874	1.682	1.475	2.155	0.497	347.778
2258.568	12.667	106.439	1.66	1.459	2.148	0.517	345.71
2258.72	12.689	109.137	1.685	1.481	2.157	0.451	346.172
2258.873	12.709	110.594	1.723	1.517	2.166	0.421	347.676
2259.025	12.766	112.702	1.771	1.552	2.162	0.419	349.061
2259.177	13.191	115.945	1.766	1.536	2.149	0.435	348.422
2259.33	12.921	112.903	1.759	1.531	2.135	0.45	347.363
2259.482	12.672	110.664	1.783	1.554	2.127	0.457	346.955
2259.635	12.776	109.547	1.812	1.578	2.136	0.409	347.582
2259.787	12.766	110.348	1.781	1.553	2.165	0.444	349.047
2259.94	12.695	109.547	1.744	1.524	2.192	0.461	350.94
2260.092	12.604	111.712	1.656	1.447	2.203	0.515	351.733
2260.244	12.469	108.001	1.594	1.39	2.197	0.473	352.566
2260.397	12.393	110.691	1.599	1.396	2.189	0.499	352.888
2260.549	12.341	107.498	1.677	1.476	2.186	0.515	351.144
2260.702	12.133	108.883	1.718	1.518	2.188	0.495	347.857
2260.854	12.059	106.539	1.665	1.469	2.194	0.424	345.511
2261.006	12.237	110.842	1.667	1.468	2.205	0.461	343.517
2261.159	12.444	110.439	1.705	1.508	2.212	0.453	342.234
2261.311	12.416	112.69	1.684	1.497	2.213	0.465	342.333
2261.464	12.302	112.423	1.602	1.416	2.215	0.424	343.867
2261.616	12.225	113.326	1.615	1.425	2.219	0.432	345.879
2261.768	12.283	113.159	1.705	1.517	2.216	0.43	347.31
2261.921	12.455	107.344	1.789	1.591	2.2	0.412	346.339
2262.073	12.686	105.884	1.852	1.638	2.19	0.468	344.247
2262.226	12.948	103.726	1.91	1.681	2.196	0.506	342.095
2262.378	12.869	107.51	1.858	1.639	2.201	0.549	342.054
2262.531	12.472	102.791	1.694	1.492	2.196	0.589	344.934
2262.683	12.371	104.233	1.576	1.394	2.193	0.464	351.591
2262.835	12.37	103.199	1.565	1.393	2.204	0.46	361.261
2262.988	12.407	104.485	1.595	1.431	2.22	0.481	371.978
2263.14	12.432	101.002	1.552	1.391	2.216	0.535	381.864
2263.292	12.399	97.024	1.466	1.313	2.185	0.481	390.621
2263.445	12.511	91.344	1.423	1.269	2.147	0.468	393.19
2263.597	12.893	93.864	1.41	1.251	2.13	0.482	393.364
2263.75	13.043	92.191	1.395	1.229	2.137	0.589	390.487
2263.902	12.998	97.037	1.371	1.198	2.142	0.547	385.964
2264.054	13.206	100.379	1.327	1.155	2.133	0.603	385.964
2264.207	13.382	102.219	1.298	1.12	2.122	0.526	381.061
2264.359	13.66	102.182	1.293	1.11	2.127	0.589	377.658
2264.512	13.575	102.069	1.272	1.095	2.14	0.498	373.386
2264.664	13.237	97.804	1.197	1.039	2.144	0.567	368.828
2264.816	13.009	98.128	1.09	0.943	2.133	0.532	363.733
2264.969	12.948	99.455	1.036	0.905	2.125	0.612	358.973
2265.121	12.873	106.479	1.06	0.933	2.13	0.47	353.879
2265.274	12.85	108.422	1.181	1.046	2.146	0.433	349.039
2265.426	12.783	111.781	1.361	1.214	2.166	0.384	343.846
2265.578	12.585	109.252	1.531	1.369	2.183	0.407	340.489
2265.731	12.588	106.066	1.654	1.479	2.189	0.457	338.41
2265.883	12.657	103.388	1.708	1.531	2.189	0.46	336.284
2266.036	12.615	104.767	1.786	1.606	2.194	0.464	332.931
2266.188	12.554	105.409	1.78	1.605	2.205	0.468	330.116
2266.34	12.498	104.392	1.681	1.523	2.212	0.461	326.675
2266.493	12.513	100.413	1.677	1.522	2.212	0.443	321.887
2266.645	12.521	106.572	1.719	1.567	2.21	0.447	315.731
2266.798	12.451	107.879	1.724	1.581	2.21	0.432	310.429
2266.95	12.435	108.643	1.697	1.554	2.21	0.435	308.892
2267.102	12.434	103.958	1.69	1.56	2.211	0.439	313.511
2267.255	12.414	102.251	1.601	1.489	2.21	0.42	317.59
2267.407	12.357	101.027	1.488	1.39	2.206	0.446	328.598
2267.56	12.29	101.522	1.458	1.369	2.201	0.426	333.873
2267.712	12.262	99.295	1.477	1.401	2.197	0.451	335.885
2267.865	12.242	94.767	1.499	1.434	2.189	0.424	337.959
2268.017	12.217	86.154	1.494	1.427	2.175	0.451	337.881
2268.169	12.193	78.499	1.458	1.391	2.155	0.413	336.732
2268.322	12.175	68.765	1.393	1.346	2.138	0.406	332.91
2268.474	12.154	59.928	1.288	1.247	2.128	0.347	326.906
2268.626	12.148	59.318	1.228	1.184	2.124	0.363	320.409
2268.779	12.158	69.687	1.202	1.153	2.129	0.37	314.856
2268.931	12.264	81.321	1.378	1.32	2.149	0.402	311.038
2269.083	12.464	92.575	1.798	1.747	2.184	0.399	305.241
2269.236	12.521	98.099	2.235	2.2	2.22	0.391	297.339
2269.388	12.501	103.418	2.107	2.035	2.24	0.391	293.54
2269.541	12.432	103.418	1.82	1.744	2.24	0.394	296.129
2269.693	12.384	101.278	1.639	1.574	2.228	0.37	300.193
2269.846	12.355	99.331	1.51	1.453	2.216	0.361	302.909
2269.998	12.328	97.388	1.43	1.369	2.212	0.371	304.655
2270.15	12.3	99.527	1.411	1.342	2.213	0.405	307.25
2270.303	12.332	100.632	1.564	1.493	2.209	0.426	309.911
2270.455	12.338	100.573	1.671	1.597	2.198	0.397	310.063
2270.608	12.262	98.988	1.649	1.547	2.185	0.403	308.73
2270.76	12.266	98.895	1.558	1.438	2.181	0.4	308.581
2270.912	12.435	99.431	1.623	1.495	2.19	0.404	309.822
2271.065	12.442	96.361	1.834	1.7	2.206	0.401	311.931
2271.217	12.435	96.737	1.903	1.772	2.218	0.377	314.255
2271.37	12.348	95.874	1.759	1.637	2.219	0.376	316.258
2271.522	12.302	90.627	1.564	1.46	2.209	0.359	317.62
2271.674	12.234	85.062	1.427	1.329	2.194	0.399	318.938
2271.827	12.205	85.409	1.423	1.332	2.182	0.392	319.555
2271.979	12.2	90.48	1.453	1.376	2.181	0.412	318.153
2272.132	12.203	93.694	1.475	1.409	2.187	0.403	315.817
2272.284	12.212	98.234	1.492	1.418	2.191	0.434	312.755
2272.436	12.212	100.886	1.49	1.42	2.188	0.511	310.129
2272.589	12.238	100.477	1.495	1.417	2.188	0.476	310.178
2272.741	12.357	99.228	1.588	1.492	2.197	0.438	311.404
2272.894	12.489	98.208	1.838	1.746	2.211	0.386	312.997
2273.046	12.499	98.148	2.022	1.935	2.219	0.388	315.042
2273.198	12.441	96.103	1.98	1.873	2.216	0.459	317.439
2273.351	12.411	97.761	1.847	1.753	2.206	0.487	318.461
2273.503	12.299	96.964	1.702	1.631	2.194	0.533	318.439
2273.656	12.216	96.283	1.541	1.475	2.182	0.449	318.663
2273.808	12.209	91.126	1.401	1.335	2.174	0.457	319.6
2273.96	12.202	90.025	1.421	1.353	2.172	0.453	321.149
2274.113	12.204	92.329	1.497	1.428	2.179	0.428	322.697
2274.265	12.204	97.476	1.58	1.507	2.19	0.424	324.317
2274.417	12.199	100.843	1.547	1.461	2.195	0.455	325.651
2274.57	12.195	97.617	1.52	1.431	2.191	0.463	325.607
2274.722	12.192	95.022	1.492	1.401	2.185	0.423	323.893
2274.875	12.198	91.669	1.491	1.398	2.185	0.388	320.135
2275.027	12.196	95.312	1.464	1.373	2.192	0.387	316.872
2275.18	12.205	99.108	1.485	1.391	2.198	0.408	314.262
2275.332	12.21	100.97	1.467	1.374	2.2	0.439	311.814
2275.484	12.207	97.471	1.412	1.312	2.198	0.442	311.61
2275.637	12.226	101.959	1.444	1.337	2.199	0.463	314.813
2275.789	12.24	106.486	1.521	1.414	2.206	0.447	321.313
2275.942	12.245	109.702	1.563	1.447	2.213	0.431	331.037
2276.094	12.311	109.485	1.599	1.466	2.211	0.459	340.311
2276.246	12.402	102.614	1.729	1.587	2.206	0.541	346.012
2276.399	12.545	104.529	1.833	1.674	2.208	0.514	346.393
2276.551	12.779	103.795	1.857	1.677	2.213	0.548	343.19
2276.704	13.088	109.008	1.864	1.673	2.213	0.479	338.806
2276.856	12.915	106.609	1.856	1.657	2.213	0.474	333.397
2277.008	12.763	104.378	1.874	1.669	2.221	0.464	328.151
2277.161	12.769	107.745	1.923	1.725	2.23	0.482	322.979
2277.313	12.758	110.056	1.972	1.768	2.231	0.529	317.194
2277.466	12.646	110.835	2.008	1.793	2.227	0.442	311.938
2277.618	12.606	106.619	2.05	1.826	2.23	0.452	307.043
2277.771	12.788	100.557	2.104	1.868	2.236	0.441	301.985
2277.923	12.825	100.823	2.125	1.887	2.238	0.429	297.685
2278.075	12.635	101.008	2.126	1.918	2.228	0.394	296.169
2278.228	12.41	98.015	1.788	1.609	2.205	0.4	297.319
2278.38	12.306	96.055	1.516	1.352	2.186	0.411	299.901
2278.532	12.384	99.868	1.477	1.319	2.186	0.498	303.87
2278.685	12.607	102.844	1.727	1.556	2.204	0.557	308.378
2278.837	12.786	107.301	2.048	1.854	2.226	0.562	312.719
2278.99	12.854	103.537	2.068	1.848	2.239	0.572	315.633
2279.142	12.89	105.459	2.088	1.847	2.238	0.591	316.698
2279.294	12.889	103.416	2.081	1.834	2.226	0.614	315.771
2279.447	12.872	102.63	1.978	1.744	2.208	0.587	313.225
2279.599	12.645	100.659	1.923	1.712	2.198	0.509	309.289
2279.752	12.639	100.79	1.972	1.775	2.209	0.465	304.745
2279.904	12.794	99.399	2.016	1.836	2.227	0.464	300.562
2280.056	12.694	101.463	2.018	1.845	2.233	0.474	297.228
2280.209	12.526	100.743	2.04	1.866	2.229	0.472	293.561
2280.361	12.551	100.352	2.103	1.923	2.226	0.412	287.468
2280.514	12.828	98.266	2.191	1.997	2.23	0.394	280.234
2280.666	13.333	101.991	2.268	2.059	2.236	0.422	274.958
2280.818	13.069	97.534	2.323	2.119	2.238	0.402	272.355
2280.971	12.526	95.741	2.234	2.049	2.235	0.363	272.678
2281.123	12.493	88.148	2.096	1.94	2.235	0.36	276.319
2281.276	12.412	85.967	1.985	1.863	2.233	0.383	279.905
2281.428	12.285	76.487	1.84	1.726	2.205	0.404	279.744
2281.58	12.278	70.926	1.658	1.548	2.146	0.367	275.743
2281.733	12.3	59.306	1.58	1.476	2.108	0.345	270.206
2281.885	12.284	53.179	1.645	1.541	2.139	0.316	268.233
2282.038	12.23	51.237	1.661	1.552	2.214	0.286	273.037
2282.19	12.217	54.887	1.569	1.449	2.27	0.3	282.361
2282.342	12.217	64.114	1.467	1.337	2.275	0.323	294.316
2282.495	12.179	78.379	1.447	1.321	2.243	0.369	308.184
2282.647	12.165	87.281	1.531	1.416	2.206	0.399	323.04
2282.8	12.152	99.255	1.68	1.568	2.185	0.428	335.618
2282.952	12.145	102.532	1.775	1.654	2.183	0.465	345.181
2283.104	12.145	105.268	1.721	1.585	2.189	0.501	351.265
2283.257	12.155	99.024	1.703	1.55	2.196	0.623	354.502
2283.409	12.215	94.976	1.725	1.561	2.205	0.526	356.562
2283.562	12.269	92.536	1.754	1.582	2.218	0.485	357.922
2283.714	12.347	89.853	1.736	1.558	2.222	0.477	358.378
2283.866	12.388	94.494	1.674	1.486	2.208	0.484	358.276
2284.019	12.392	97.995	1.642	1.452	2.184	0.49	357.311
2284.171	12.364	105.858	1.651	1.46	2.171	0.503	355.549
2284.323	12.292	104.662	1.651	1.463	2.174	0.479	354.356
2284.476	12.232	102.589	1.656	1.477	2.175	0.514	355.492
2284.628	12.163	100.502	1.635	1.462	2.163	0.511	356.52
2284.781	12.138	99.86	1.623	1.453	2.152	0.486	356.67
2284.933	12.228	102.676	1.633	1.463	2.155	0.457	356.855
2285.086	12.594	102.866	1.629	1.465	2.163	0.439	355.796
2285.238	12.58	107.096	1.594	1.438	2.166	0.479	353.591
2285.39	12.151	101.172	1.595	1.442	2.164	0.445	352.703
2285.543	12.179	99.163	1.637	1.493	2.168	0.447	354.202
2285.695	12.175	100.85	1.655	1.521	2.176	0.428	356.46
2285.848	12.107	104.474	1.659	1.516	2.184	0.464	358.115
2286	12.092	110.917	1.668	1.518	2.187	0.503	359.012
2286.152	12.21	108.052	1.666	1.512	2.185	0.595	361.309
2286.305	12.269	107.821	1.644	1.486	2.176	0.603	364.185
2286.457	12.265	105.783	1.607	1.45	2.159	0.589	366.643
2286.61	12.226	103.86	1.592	1.444	2.142	0.478	367.208
2286.762	12.129	98.622	1.613	1.475	2.139	0.528	367.355
2286.914	12.055	98.472	1.643	1.512	2.152	0.518	367.598
2287.067	12.079	96.394	1.67	1.534	2.167	0.563	367.723
2287.219	12.141	102.43	1.628	1.496	2.168	0.466	365.747
2287.372	12.365	101.65	1.583	1.44	2.159	0.437	361.834
2287.524	12.356	102.844	1.583	1.431	2.154	0.402	357.938
2287.677	12.104	100.774	1.622	1.473	2.155	0.401	354.985
2287.829	12.131	105.47	1.671	1.515	2.159	0.395	352.421
2287.981	12.109	112.191	1.673	1.517	2.164	0.372	351.179
2288.134	12.103	115.5	1.656	1.504	2.173	0.433	351.752
2288.286	12.142	113.948	1.679	1.52	2.18	0.467	356.451
2288.438	12.147	112.462	1.715	1.556	2.181	0.496	365.327
2288.591	12.12	111.453	1.744	1.589	2.18	0.478	376.951
2288.743	12.091	107.931	1.725	1.579	2.175	0.46	389.051
2288.896	11.981	104.385	1.682	1.546	2.153	0.465	398.971
2289.048	11.92	105.319	1.652	1.518	2.119	0.488	404.959
2289.2	11.946	108.348	1.632	1.498	2.094	0.548	407.004
2289.353	12.076	107.001	1.64	1.5	2.09	0.608	406.711
2289.505	12.15	102.866	1.666	1.524	2.098	0.549	404.302
2289.658	12.094	97.597	1.701	1.554	2.102	0.525	400.523
2289.81	12.094	97.624	1.694	1.549	2.102	0.562	395.735
2289.962	12.13	99.139	1.681	1.538	2.106	0.609	389.79
2290.115	12.143	101.043	1.669	1.528	2.121	0.543	386.769
2290.267	12.171	102.273	1.668	1.528	2.145	0.491	379.63
2290.42	12.33	104.697	1.661	1.519	2.161	0.48	373.734
2290.572	12.276	105.093	1.632	1.491	2.16	0.472	368.744
2290.724	12.107	106.795	1.611	1.467	2.149	0.528	363.259
2290.877	12.198	106.903	1.588	1.435	2.146	0.51	365.141
2291.029	12.566	107.003	1.581	1.423	2.155	0.564	367.806
2291.182	12.614	104.949	1.601	1.436	2.16	0.472	366.085
2291.334	12.259	104.323	1.639	1.475	2.158	0.486	360.332
2291.486	12.178	105.556	1.65	1.488	2.161	0.482	356.508
2291.639	12.194	107.093	1.689	1.527	2.171	0.553	357.885
2291.791	12.259	105.431	1.712	1.552	2.18	0.544	361.319
2291.944	12.26	104.577	1.75	1.591	2.181	0.488	362.009
2292.096	12.229	103.177	1.771	1.613	2.181	0.411	362.679
2292.248	12.186	104.681	1.762	1.61	2.183	0.419	366.543
2292.401	12.097	103.162	1.726	1.587	2.183	0.427	370.7
2292.553	12.036	102.078	1.692	1.56	2.176	0.419	386.045
2292.706	12.019	96.993	1.651	1.512	2.163	0.401	407.17
2292.858	12.028	97.116	1.623	1.486	2.151	0.397	414.618
2293.01	12.025	95.277	1.61	1.482	2.148	0.437	418.424
2293.163	11.991	95.889	1.627	1.508	2.153	0.48	410.523
2293.315	11.977	93.51	1.58	1.481	2.149	0.576	399.138
2293.468	12.002	93.205	1.486	1.389	2.126	0.628	389.441
2293.62	12.145	93.771	1.411	1.315	2.094	0.65	387.016
2293.772	12.086	95.027	1.406	1.31	2.076	0.646	398.193
2293.925	11.893	98.374	1.422	1.327	2.078	0.575	416.604
2294.077	11.833	99.178	1.458	1.365	2.092	0.486	432.555
2294.229	11.816	101.405	1.482	1.403	2.101	0.471	445.491
2294.382	11.825	102.266	1.49	1.425	2.098	0.445	454.411
2294.534	11.92	100.705	1.457	1.424	2.096	0.485	449.634
2294.687	12.07	99.124	1.293	1.307	2.109	0.508	440.243
2294.839	12.149	95.804	1.159	1.177	2.138	0.548	396.841
2294.992	12.28	95.694	1.243	1.238	2.166	0.494	375.817
2295.144	12.553	92.805	1.523	1.505	2.177	0.477	359.873
2295.296	12.997	89.993	1.748	1.702	2.178	0.514	352.491
2295.449	13.545	91.408	1.705	1.606	2.185	0.559	343.551
2295.601	14.34	89.691	1.571	1.407	2.203	0.595	337.633
2295.754	15.782	90.718	1.504	1.267	2.222	0.48	328.754
2295.906	17.721	97.325	1.52	1.259	2.231	0.397	324.251
2296.058	16.343	105.446	1.597	1.37	2.23	0.364	316.104
2296.211	13.423	98.47	1.735	1.558	2.225	0.393	308.99
2296.363	13.432	99.845	1.799	1.695	2.222	0.421	305.309
2296.516	13.196	103.363	1.757	1.695	2.226	0.421	302.93
2296.668	12.839	104.571	1.509	1.431	2.234	0.405	300.944
2296.82	12.899	103.559	1.329	1.236	2.243	0.411	299.525
2296.973	12.805	101.135	1.317	1.238	2.244	0.41	299.613
2297.125	12.891	96.879	1.306	1.232	2.236	0.451	300.404
2297.278	13.085	105.413	1.265	1.181	2.232	0.419	305.897
2297.43	12.877	105.348	1.258	1.155	2.238	0.407	309.886
2297.583	12.782	105.666	1.461	1.342	2.246	0.382	313.813
2297.735	12.802	101.205	1.644	1.518	2.244	0.397	310.846
2297.887	12.839	103.912	1.512	1.382	2.234	0.416	307.328
2298.04	12.813	102.116	1.463	1.332	2.224	0.428	306.289
2298.192	12.761	103.236	1.468	1.34	2.218	0.426	307.658
2298.344	12.775	99.312	1.465	1.335	2.213	0.49	310.01
2298.497	12.945	101.69	1.416	1.304	2.207	0.448	315.287
2298.649	12.877	98.975	1.257	1.162	2.206	0.535	322.116
2298.802	12.603	91.376	1.112	1.021	2.213	0.497	325.791
2298.954	12.613	93.175	1.117	1.03	2.215	0.584	329.934
2299.106	12.829	97.801	1.252	1.168	2.2	0.5	331.78
2299.259	13.066	105.048	1.318	1.234	2.176	0.468	334.006
2299.411	13.045	96.2	1.247	1.165	2.164	0.431	335.801
2299.564	13.023	94.041	1.125	1.051	2.166	0.435	337.968
2299.716	12.86	95.049	0.979	0.905	2.175	0.479	341.336
2299.868	12.811	103.937	1.034	0.945	2.179	0.456	344.178
2300.021	12.851	103.818	1.212	1.113	2.172	0.468	345.346
2300.173	12.921	101.425	1.371	1.266	2.164	0.438	343.682
2300.326	12.891	98.027	1.348	1.24	2.167	0.457	341.535
2300.478	12.813	101.348	1.428	1.323	2.181	0.441	337.486
2300.63	12.715	105.699	1.531	1.427	2.199	0.461	331.394
2300.783	12.548	106.089	1.48	1.395	2.21	0.417	324.581
2300.935	12.531	106.768	1.412	1.335	2.216	0.407	320.032
2301.088	12.587	107.13	1.443	1.362	2.225	0.368	318.837
2301.24	12.479	105.286	1.509	1.421	2.23	0.427	319.209
2301.392	12.363	104.299	1.633	1.528	2.223	0.47	319.681
2301.545	12.285	103.547	1.746	1.622	2.208	0.483	320.876
2301.697	12.283	103.607	1.793	1.663	2.201	0.494	322.538
2301.85	12.253	103.791	1.74	1.606	2.207	0.418	323.536
2302.002	12.201	98.641	1.429	1.294	2.214	0.414	325.706
2302.154	12.467	97.727	1.238	1.128	2.217	0.39	328.787
2302.307	12.674	95.203	1.183	1.107	2.217	0.44	331.144
2302.459	12.547	101.865	0.948	0.889	2.21	0.476	333.252
2302.612	12.507	104.098	0.738	0.685	2.196	0.534	335.911
2302.764	12.618	102.103	0.593	0.543	2.183	0.599	336.473
2302.917	12.832	98.688	0.563	0.514	2.175	0.564	334.943
2303.069	12.796	97.223	0.586	0.54	2.174	0.53	333.342
2303.221	12.699	97.216	0.664	0.614	2.181	0.601	331.921
2303.374	12.695	99.125	0.818	0.764	2.194	0.742	330.827
2303.526	12.591	95.193	1.148	1.077	2.207	0.568	330.732
2303.678	12.538	96.603	1.529	1.422	2.211	0.481	329.9
2303.831	12.636	97.264	1.681	1.536	2.203	0.401	332.026
2303.983	12.578	102.395	1.719	1.555	2.189	0.407	339.842
2304.135	12.514	102.272	1.707	1.56	2.177	0.401	350.087
2304.288	12.528	103.257	1.514	1.389	2.163	0.44	360.331
2304.44	12.578	98.365	1.33	1.222	2.145	0.449	375.118
2304.593	12.732	93.448	1.288	1.191	2.132	0.503	387.096
2304.745	12.804	89.684	1.333	1.237	2.131	0.606	398.514
2304.898	13.034	91.105	1.344	1.245	2.13	0.717	407.454
2305.05	13.152	93.775	1.296	1.198	2.118	0.659	412.598
2305.202	12.923	95.415	1.252	1.16	2.103	0.567	415.063
2305.355	12.879	95.506	1.23	1.136	2.099	0.524	416.479
2305.507	13.2	97.626	1.22	1.122	2.099	0.47	416.575
2305.66	13.402	92.781	1.225	1.121	2.098	0.47	414.594
2305.812	13.37	93.882	1.259	1.146	2.105	0.463	414.022
2305.964	13.307	90.952	1.317	1.206	2.123	0.556	414.942
2306.117	12.924	93.96	1.369	1.267	2.141	0.492	414.719
2306.269	12.856	91.065	1.401	1.294	2.148	0.512	411.631
2306.422	13.135	96.086	1.388	1.285	2.147	0.524	408.451
2306.574	13.195	93.918	1.372	1.275	2.143	0.824	406.025
2306.726	12.908	90.206	1.383	1.285	2.135	0.718	404.519
2306.879	12.932	89.679	1.371	1.282	2.124	0.608	403.267
2307.031	13.194	87.224	1.348	1.258	2.113	0.486	401.568
2307.184	13.208	87.131	1.342	1.248	2.106	0.493	401.685
2307.336	13.223	85.308	1.357	1.262	2.114	0.569	403.022
2307.488	13.259	86.258	1.364	1.27	2.13	0.513	401.869
2307.641	13.17	89.586	1.35	1.25	2.142	0.54	400.195
2307.793	13.32	92.531	1.315	1.211	2.144	0.478	399.079
