DEPTH(m)	CALI	GR	RESS	RESD	DENSITY	NEUTRON	
2182.063	12.163	104.418	1.409	1.299	2.14	0.527	397.693
2182.216	12.106	105.756	1.339	1.224	2.125	0.473	406.305
2182.368	12.055	106.588	1.266	1.168	2.107	0.461	416.609
2182.521	12.047	99.894	1.184	1.1	2.099	0.444	421.57
2182.673	12.09	96.25	1.078	1.003	2.098	0.482	421.784
2182.825	12.11	93.21	0.981	0.904	2.097	0.462	421.55
2182.978	12.098	92.203	0.97	0.897	2.09	0.49	425.594
2183.13	12.086	92.516	1.002	0.93	2.078	0.512	432.963
2183.282	12.095	92.661	1.065	0.982	2.067	0.594	439.997
2183.435	12.22	95.764	1.115	1.025	2.067	0.508	440.029
2183.587	12.232	97.794	1.23	1.127	2.086	0.439	428.297
2183.74	12.162	93.701	1.359	1.24	2.116	0.488	411.41
2183.892	12.202	89.377	1.407	1.273	2.138	0.477	399.101
2184.044	12.167	90.321	1.417	1.269	2.143	0.504	396.136
2184.197	12.131	90.523	1.401	1.255	2.139	0.451	397.626
2184.349	12.116	96.678	1.385	1.235	2.134	0.607	400.075
2184.502	12.106	95.671	1.396	1.245	2.13	0.545	402.081
2184.654	12.11	99.05	1.425	1.271	2.126	0.572	403.897
2184.806	12.166	100.387	1.445	1.289	2.121	0.493	406.705
2184.959	12.202	103.704	1.433	1.287	2.113	0.451	411.481
2185.111	12.111	103.085	1.455	1.307	2.108	0.43	416.802
2185.264	12.053	104.177	1.502	1.353	2.105	0.382	418.374
2185.416	12.083	95.543	1.546	1.392	2.104	0.394	419.539
2185.568	12.085	93.827	1.557	1.388	2.1	0.454	421.452
2185.721	12.064	92.637	1.519	1.337	2.091	0.515	427.39
2185.873	12.052	96.442	1.477	1.3	2.085	0.904	431.587
2186.026	12.056	97.294	1.475	1.296	2.087	0.568	431.13
2186.178	12.06	94.395	1.509	1.326	2.097	0.656	426.352
2186.33	12.111	96.4	1.54	1.349	2.109	0.482	419.939
2186.483	12.222	99.725	1.55	1.355	2.121	0.604	413.976
2186.635	12.439	97.823	1.547	1.357	2.125	0.571	411.152
2186.788	12.438	100.448	1.554	1.368	2.119	0.581	412.043
2186.94	12.184	96.75	1.568	1.381	2.114	0.611	414.435
2187.092	12.17	93.482	1.6	1.414	2.121	0.615	410.479
2187.245	12.224	84.984	1.621	1.443	2.137	0.519	402.002
2187.397	12.304	88.267	1.578	1.418	2.148	0.417	395.55
2187.55	12.342	91.273	1.478	1.323	2.142	0.437	398.63
2187.702	12.306	99.032	1.41	1.257	2.127	0.472	407.085
2187.854	12.287	95.507	1.43	1.273	2.124	0.677	408.101
2188.007	12.289	98.339	1.519	1.359	2.145	0.61	396.139
2188.159	12.276	92.988	1.559	1.401	2.165	0.565	385.591
2188.312	12.227	92.433	1.518	1.361	2.158	0.516	391.429
2188.464	12.147	89.281	1.449	1.294	2.129	0.56	408.076
2188.616	12.072	92.558	1.418	1.268	2.101	0.48	424.159
2188.769	12.057	94.989	1.419	1.276	2.086	0.628	432.29
2188.921	12.039	97.442	1.437	1.292	2.079	0.638	436.268
2189.073	12.023	94.034	1.463	1.314	2.08	0.747	436.474
2189.226	12.022	96.501	1.489	1.341	2.089	0.492	432.577
2189.378	12.022	91.882	1.488	1.339	2.097	0.456	428.392
2189.531	12.016	93.624	1.458	1.308	2.101	0.532	426.52
2189.683	12.005	90.97	1.445	1.298	2.103	0.565	424.799
2189.836	11.996	92.974	1.452	1.312	2.105	0.732	423.24
2189.988	12.019	95.722	1.469	1.331	2.106	0.808	422.306
2190.14	12.039	96.395	1.479	1.334	2.106	0.656	422.513
2190.293	12.048	97.062	1.474	1.327	2.111	0.566	420.706
2190.445	12.016	96.876	1.48	1.339	2.12	0.521	414.536
2190.598	11.983	97.592	1.491	1.356	2.129	0.562	409.004
2190.75	11.984	102.32	1.477	1.342	2.128	0.68	408.207
2190.902	11.974	94.291	1.437	1.305	2.119	0.531	412.2
2191.055	11.946	92.897	1.415	1.287	2.103	0.55	421.558
2191.207	12.084	89.959	1.419	1.288	2.086	0.452	433.221
2191.36	12.418	94.575	1.405	1.274	2.074	0.493	441.291
2191.512	12.369	95.237	1.403	1.273	2.068	0.487	444.726
2191.664	12.045	95.056	1.421	1.295	2.063	0.592	446.996
2191.817	12.024	99.021	1.44	1.311	2.056	0.661	451.417
2191.969	12.063	95.538	1.428	1.308	2.049	0.883	456.485
2192.122	11.995	98.361	1.423	1.308	2.051	0.71	455.996
2192.274	11.976	99.273	1.429	1.313	2.061	0.527	450.123
2192.427	12.057	100.693	1.423	1.309	2.069	0.515	445.549
2192.579	12.092	97.539	1.415	1.311	2.07	0.563	444.524
2192.731	12.091	94.773	1.425	1.333	2.07	0.728	444.086
2192.884	12.107	91.968	1.441	1.349	2.074	0.623	439.742
2193.036	12.112	89.87	1.423	1.331	2.08	0.533	435.092
2193.188	12.124	91.71	1.388	1.294	2.089	0.534	429.071
2193.341	12.127	100.762	1.374	1.282	2.098	0.501	423.457
2193.493	12.114	101.562	1.415	1.31	2.102	0.568	421.007
2193.646	12.11	102.336	1.47	1.361	2.099	0.473	422.873
2193.798	12.109	95.214	1.503	1.393	2.091	0.495	427.36
2193.95	12.105	91.877	1.52	1.407	2.086	0.403	430.657
2194.103	12.103	91.496	1.504	1.399	2.087	0.467	429.923
2194.255	12.105	95.95	1.477	1.377	2.091	0.548	427.117
2194.408	12.105	102.724	1.462	1.362	2.096	0.745	423.19
2194.56	12.108	100.549	1.449	1.364	2.099	0.566	421.125
2194.712	12.106	94.992	1.449	1.369	2.098	0.592	421.86
2194.865	12.096	95.635	1.459	1.373	2.093	0.507	425.527
2195.017	12.092	94.971	1.473	1.383	2.085	0.42	431.04
2195.17	12.092	91.739	1.506	1.41	2.078	0.383	435.255
2195.322	12.097	90.297	1.529	1.431	2.074	0.42	436.928
2195.474	12.107	95.012	1.544	1.444	2.072	0.522	437.659
2195.627	12.112	100.775	1.55	1.445	2.077	0.536	433.9
2195.779	12.12	109.546	1.539	1.436	2.091	0.608	424.952
2195.932	12.129	108.354	1.534	1.43	2.107	0.542	415.668
2196.084	12.132	104.576	1.524	1.41	2.111	0.581	413.762
2196.236	12.148	94.599	1.499	1.39	2.105	0.458	417.739
2196.389	12.164	90.064	1.489	1.377	2.103	0.448	418.806
2196.541	12.208	89.489	1.534	1.418	2.116	0.428	411.357
2196.694	12.238	90.418	1.596	1.482	2.135	0.487	399.646
2196.846	12.241	92.993	1.656	1.532	2.143	0.474	394.83
2196.998	12.258	101.215	1.661	1.528	2.14	0.501	396.185
2197.151	12.264	102.342	1.65	1.507	2.138	0.498	397.962
2197.303	12.274	95.234	1.638	1.494	2.14	0.582	398.029
2197.456	12.292	92.645	1.627	1.476	2.142	0.487	398.738
2197.608	12.295	102.68	1.623	1.469	2.138	0.503	402.264
2197.76	12.276	111.638	1.609	1.459	2.134	0.515	404.766
2197.913	12.252	109.144	1.581	1.429	2.136	0.571	403.331
2198.065	12.245	104.389	1.522	1.372	2.141	0.666	399.963
2198.218	12.253	99.429	1.47	1.318	2.142	0.756	398.698
2198.37	12.26	101.069	1.455	1.291	2.148	0.709	394.722
2198.522	12.283	91.982	1.469	1.31	2.183	0.514	375.679
2198.675	12.316	90.222	1.499	1.342	2.232	0.448	349.554
2198.827	12.297	87.706	1.522	1.36	2.249	0.404	339.788
2198.979	12.26	86.694	1.502	1.345	2.225	0.459	350.873
2199.132	12.256	90.868	1.481	1.327	2.193	0.484	366.332
2199.284	12.268	91.785	1.492	1.331	2.178	0.472	372.703
2199.437	12.283	97.922	1.524	1.365	2.17	0.412	377.107
2199.589	12.267	94.158	1.576	1.406	2.155	0.39	386.326
2199.742	12.259	93.829	1.624	1.452	2.137	0.445	397.34
2199.894	12.29	94.187	1.636	1.465	2.128	0.475	403.092
2200.046	12.336	100.673	1.629	1.454	2.134	0.532	400.198
2200.199	12.358	100.909	1.619	1.445	2.145	0.501	393.248
2200.351	12.363	98.732	1.605	1.436	2.141	0.577	395.871
2200.504	12.352	97.714	1.606	1.439	2.121	0.528	407.894
2200.656	12.31	99.449	1.632	1.461	2.108	0.556	415.964
2200.808	12.254	101.857	1.685	1.512	2.119	0.486	409.477
2200.961	12.22	100.322	1.709	1.545	2.14	0.465	397.514
2201.113	12.204	96.558	1.683	1.525	2.147	0.471	393.603
2201.266	12.201	95.796	1.635	1.491	2.135	0.469	400.297
2201.418	12.192	91.663	1.614	1.473	2.119	0.525	409.808
2201.57	12.19	92.892	1.602	1.474	2.114	0.473	412.728
2201.723	12.191	89.685	1.646	1.516	2.122	0.568	408.353
2201.875	12.198	95.092	1.728	1.583	2.136	0.516	400.22
2202.028	12.218	97.933	1.819	1.656	2.149	0.546	393.212
2202.18	12.174	96.209	1.849	1.67	2.155	0.57	390.392
2202.333	12.158	97.006	1.862	1.673	2.158	0.554	390.678
2202.485	12.232	102.116	1.868	1.68	2.161	0.543	389.159
2202.637	12.317	109.676	1.846	1.656	2.17	0.458	385.069
2202.79	12.308	107.496	1.827	1.632	2.176	0.543	381.05
2202.942	12.262	107.757	1.829	1.638	2.178	0.665	379.367
2203.094	12.221	100.948	1.829	1.629	2.178	0.766	378.831
2203.247	12.177	103.15	1.797	1.593	2.183	0.593	376.341
2203.399	12.176	98.829	1.754	1.558	2.187	0.532	376.216
2203.552	12.187	101.366	1.736	1.53	2.189	0.488	376.018
2203.704	12.21	99.952	1.743	1.526	2.192	0.449	374.236
2203.856	12.245	99.401	1.764	1.54	2.198	0.481	369.82
2204.009	12.272	101.362	1.808	1.569	2.201	0.589	366.421
2204.161	12.448	99.551	1.837	1.585	2.197	0.871	367.529
2204.314	12.419	101.489	1.842	1.592	2.19	0.599	370.361
2204.466	12.231	101.164	1.877	1.62	2.182	0.51	373.876
2204.618	12.22	102.083	1.911	1.656	2.178	0.456	375.662
2204.771	12.188	99.693	1.914	1.671	2.184	0.459	371.635
2204.923	12.154	102.725	1.898	1.655	2.194	0.427	365.35
2205.076	12.198	99.83	1.843	1.615	2.194	0.392	362.826
2205.228	12.183	100.937	1.822	1.599	2.178	0.375	371.036
2205.38	12.117	98.217	1.84	1.61	2.165	0.382	378.166
2205.533	12.113	96.838	1.891	1.66	2.163	0.346	379.533
2205.685	12.109	97.513	1.922	1.707	2.171	0.406	375.54
2205.838	12.106	99.781	1.917	1.713	2.182	0.433	370.553
2205.99	12.105	105.375	1.791	1.6	2.191	0.562	366.469
2206.142	12.099	104.232	1.643	1.475	2.191	0.476	367.465
2206.295	12.149	104.808	1.577	1.429	2.181	0.497	373.234
2206.447	12.167	101.012	1.558	1.413	2.17	0.552	380.703
2206.6	12.134	99.579	1.497	1.374	2.161	0.622	385.957
2206.752	12.132	101.14	1.437	1.314	2.152	0.496	390.92
2206.904	12.126	106.986	1.407	1.291	2.144	0.546	394.526
2207.057	12.085	105.944	1.366	1.263	2.135	0.475	399.486
2207.209	12.044	105.301	1.329	1.229	2.122	0.577	406.726
2207.362	12.051	101.415	1.32	1.221	2.11	0.444	413.091
2207.514	12.091	108.241	1.321	1.223	2.106	0.414	414.507
2207.667	12.128	107.757	1.319	1.228	2.11	0.395	411.873
2207.819	12.152	107.721	1.295	1.209	2.116	0.438	408.332
2207.971	12.166	103.271	1.27	1.193	2.12	0.438	407.044
2208.124	12.162	100.059	1.252	1.183	2.121	0.415	408.747
2208.276	12.129	99.84	1.246	1.176	2.118	0.433	412.37
2208.428	12.095	104.529	1.235	1.164	2.115	0.45	415.266
2208.581	12.091	113.784	1.248	1.175	2.118	0.553	414.089
2208.733	12.108	121.284	1.301	1.221	2.123	0.68	411.274
2208.885	12.14	118.576	1.372	1.279	2.124	1.006	410.927
2209.038	12.158	115.247	1.42	1.329	2.119	0.793	414.139
2209.19	12.142	108.936	1.428	1.33	2.118	0.629	415.265
2209.343	12.154	102.483	1.413	1.31	2.124	0.498	412.188
2209.495	12.155	93.291	1.374	1.269	2.135	0.449	406.02
2209.648	12.151	87.885	1.356	1.25	2.138	0.479	403.753
2209.8	12.143	96.684	1.364	1.251	2.131	0.478	405.397
2209.952	12.123	100.918	1.396	1.269	2.116	0.533	412.255
2210.105	12.114	105.6	1.433	1.3	2.103	0.514	419.026
2210.257	12.104	100.791	1.406	1.273	2.094	0.565	424.307
2210.41	12.085	97.118	1.387	1.245	2.09	0.579	427.03
2210.562	12.08	94.678	1.423	1.278	2.096	0.592	423.593
2210.714	12.076	92.263	1.498	1.348	2.11	0.459	415.089
2210.867	12.078	95.857	1.538	1.375	2.125	0.457	406.04
2211.019	12.106	102.115	1.553	1.378	2.136	0.477	399.644
2211.172	12.125	100.263	1.579	1.4	2.142	0.512	396.224
2211.324	12.144	97.384	1.628	1.438	2.147	0.512	393.423
2211.476	12.201	99.185	1.642	1.459	2.146	0.443	392.962
2211.629	12.231	106.564	1.585	1.426	2.14	0.484	396.701
2211.781	12.232	105.114	1.442	1.311	2.133	0.508	400.988
2211.934	12.238	98.6	1.267	1.157	2.132	0.569	401.221
2212.086	12.227	94.393	1.15	1.052	2.135	0.487	399.085
2212.238	12.191	98.212	1.124	1.027	2.135	0.51	398.849
2212.391	12.151	96.746	1.173	1.071	2.132	0.513	400.833
2212.543	12.154	94.882	1.259	1.154	2.127	0.503	403.47
2212.696	12.128	92.023	1.356	1.247	2.121	0.414	406.423
2212.848	12.069	93.659	1.477	1.36	2.111	0.439	411.595
2213	12.021	95.089	1.594	1.463	2.103	0.47	416.343
2213.153	12.037	92.704	1.664	1.524	2.103	0.488	416.15
2213.305	12.066	94.912	1.682	1.545	2.111	0.434	411.027
2213.458	12.04	91.693	1.657	1.536	2.12	0.403	405.371
2213.61	12.016	89.868	1.602	1.487	2.126	0.425	402.519
2213.762	12.023	88.798	1.531	1.422	2.125	0.477	403.94
2213.915	12.039	90.259	1.505	1.397	2.121	0.472	406.381
2214.067	12.045	92.402	1.503	1.397	2.123	0.451	404.784
2214.219	12.077	90.11	1.49	1.375	2.131	0.446	399.968
2214.372	12.11	90.512	1.432	1.317	2.136	0.544	397.864
2214.524	12.063	94.781	1.376	1.272	2.133	0.595	400.237
2214.677	12.013	94.98	1.368	1.264	2.128	0.487	404.172
2214.829	12.018	94.945	1.377	1.273	2.127	0.409	405.275
2214.982	12.062	93.788	1.222	1.129	2.135	0.41	401.578
2215.134	12.137	92.02	1.079	0.998	2.145	0.55	396.372
2215.286	12.142	94.194	1.11	1.024	2.149	0.541	394.16
2215.439	12.096	88.793	1.309	1.214	2.141	0.667	398.454
2215.591	12.062	86.275	1.44	1.333	2.129	0.568	406.803
2215.744	12.151	85.832	1.44	1.324	2.119	0.617	412.845
2215.896	12.231	87.989	1.422	1.306	2.116	0.534	415.313
2216.048	12.231	91.974	1.396	1.294	2.115	0.553	415.277
2216.201	12.201	94.135	1.381	1.289	2.115	0.653	415.352
2216.353	12.079	94.382	1.356	1.281	2.115	0.654	415.078
2216.506	11.936	96.15	1.34	1.281	2.114	0.568	415.022
2216.658	11.875	96.566	1.337	1.284	2.109	0.44	416.872
2216.81	11.83	99.85	1.331	1.273	2.1	0.436	421.804
2216.963	11.821	99.211	1.328	1.255	2.089	0.555	427.421
2217.115	11.935	97.271	1.329	1.246	2.08	0.616	432.596
2217.268	12.014	94.692	1.334	1.247	2.071	0.449	437.292
2217.42	12.062	90.004	1.337	1.245	2.064	0.414	441.59
2217.573	12.151	87.351	1.316	1.234	2.059	0.459	445.311
2217.725	12.217	89.481	1.284	1.206	2.057	0.48	446.878
2217.877	12.385	88.651	1.273	1.193	2.063	0.468	442.793
2218.03	12.431	91.518	1.301	1.218	2.083	0.47	430.089
2218.182	12.229	90.394	1.351	1.265	2.106	0.55	416.382
2218.334	12.082	94.868	1.395	1.304	2.118	0.57	409.812
2218.487	12.084	96.579	1.391	1.299	2.116	0.506	410.95
2218.639	12.104	98.391	1.35	1.258	2.11	0.484	414.369
2218.792	12.06	102.101	1.318	1.222	2.102	0.549	419.28
2218.944	12.225	103.39	1.315	1.218	2.093	0.486	424.636
2219.096	12.434	99.27	1.341	1.239	2.091	0.515	426.311
2219.249	12.424	88.246	1.359	1.256	2.093	0.452	424.05
2219.401	12.243	91.76	1.379	1.266	2.091	0.457	425.262
2219.554	12.073	94.898	1.378	1.261	2.08	0.498	431.669
2219.706	12.051	102.046	1.393	1.275	2.068	0.461	438.493
2219.858	11.88	96.856	1.415	1.293	2.066	0.522	439.504
2220.011	11.78	97.287	1.421	1.304	2.073	0.48	435.333
2220.163	11.852	100.482	1.417	1.307	2.08	0.506	431.319
2220.316	11.971	97.848	1.408	1.306	2.083	0.419	429.6
2220.468	12.079	96.21	1.398	1.291	2.086	0.412	427.669
2220.62	12.15	90.822	1.368	1.271	2.088	0.431	426.845
2220.773	12.258	93.82	1.352	1.258	2.084	0.562	429.766
2220.925	12.238	91.116	1.356	1.264	2.075	0.522	435.976
2221.078	11.976	89.833	1.368	1.276	2.069	0.484	439.896
2221.23	11.739	91.661	1.403	1.306	2.073	0.479	437.748
2221.382	11.822	95.616	1.428	1.332	2.082	0.543	432.835
2221.535	12.165	97.086	1.435	1.341	2.084	0.621	432.458
2221.687	12.396	96.422	1.42	1.32	2.077	0.626	436.316
2221.84	12.31	92.124	1.406	1.303	2.072	0.553	438.36
2221.992	12.24	98.423	1.409	1.313	2.077	0.488	435.604
2222.144	12.304	101.728	1.436	1.349	2.084	0.534	431.236
2222.297	12.294	104.809	1.441	1.354	2.084	0.602	431.207
2222.449	12.396	104.613	1.434	1.35	2.076	0.484	436.517
2222.602	12.291	97.74	1.419	1.342	2.068	0.438	442.215
2222.754	12.131	101.093	1.416	1.345	2.065	0.418	444.479
2222.906	12.046	98.098	1.436	1.371	2.07	0.456	441.888
2223.059	11.991	94.516	1.476	1.413	2.077	0.537	437.641
2223.211	12.024	96.323	1.481	1.412	2.081	0.714	434.701
2223.364	12.075	98.888	1.444	1.364	2.083	0.799	433.484
2223.516	12.083	97.976	1.432	1.343	2.084	0.646	432.981
2223.668	12.063	97.333	1.466	1.383	2.083	0.589	433.718
2223.821	12.065	98.878	1.558	1.471	2.082	0.532	433.728
2223.973	12.072	105.91	1.584	1.487	2.089	0.492	429.721
2224.125	12.076	100.793	1.523	1.418	2.098	0.481	423.365
2224.278	12.054	100.549	1.466	1.36	2.096	0.458	423.401
2224.43	12.028	97.788	1.473	1.36	2.078	0.446	434.035
2224.583	12.002	100.666	1.5	1.387	2.056	0.458	447.556
2224.735	11.991	99.1	1.477	1.365	2.047	0.453	453.1
2224.888	12.002	97.158	1.424	1.306	2.054	0.517	448.426
2225.04	11.996	96.785	1.403	1.283	2.073	0.57	436.744
2225.192	11.981	93.884	1.457	1.33	2.098	0.589	421.552
2225.345	11.974	96.013	1.504	1.365	2.118	0.552	409.78
2225.497	11.972	97.739	1.534	1.39	2.126	0.491	404.803
2225.65	11.981	100.888	1.534	1.386	2.132	0.441	401.243
2225.802	11.976	104.865	1.599	1.441	2.149	0.53	391.222
2225.954	11.986	106.196	1.684	1.52	2.178	0.465	373.712
2226.107	12.006	109.11	1.786	1.601	2.206	0.464	358.589
2226.259	12.022	103.378	1.824	1.632	2.22	0.402	350.377
2226.412	12.035	103.412	1.833	1.643	2.223	0.439	348.402
2226.564	12.08	105.229	1.865	1.669	2.229	0.471	345.695
2226.716	12.094	110.501	1.903	1.706	2.236	0.46	342.914
2226.869	12.077	110.024	1.953	1.754	2.238	0.414	342.27
2227.021	12.107	109.876	1.991	1.786	2.233	0.375	344.938
2227.174	12.119	104.512	1.999	1.79	2.225	0.413	349.269
2227.326	12.109	102.171	1.946	1.747	2.217	0.506	354.066
2227.479	12.098	105.141	1.908	1.713	2.211	0.673	357.496
2227.631	12.118	106.831	1.895	1.704	2.209	0.533	359.084
2227.783	12.121	105.762	1.898	1.715	2.211	0.484	358.499
2227.936	12.135	99.834	1.896	1.729	2.211	0.442	359.176
2228.088	12.14	96.717	1.892	1.739	2.206	0.559	362.11
2228.24	12.128	99.435	1.913	1.768	2.201	0.529	364.618
2228.393	12.156	104.874	1.969	1.825	2.202	0.556	362.762
2228.545	12.17	103.428	2.016	1.876	2.205	0.491	360.568
2228.698	12.149	104.651	2.022	1.89	2.202	0.492	361.562
2228.85	12.156	100.579	2.021	1.89	2.193	0.471	366.016
2229.002	12.106	101.537	2.014	1.885	2.186	0.49	368.781
2229.155	12.038	97.045	1.988	1.861	2.189	0.444	366.935
2229.307	12.031	94.674	1.985	1.859	2.198	0.423	361.718
2229.46	12.011	94.729	2.012	1.879	2.204	0.387	358.594
2229.612	11.99	92.654	2.03	1.888	2.201	0.405	359.96
2229.764	11.99	95.326	1.985	1.85	2.191	0.408	365.439
2229.917	12.012	94.274	1.942	1.814	2.182	0.481	369.86
2230.069	12.05	97.413	1.911	1.782	2.18	0.461	370.936
2230.222	12.073	97.146	1.873	1.744	2.181	0.488	370.48
2230.374	12.091	97.601	1.817	1.685	2.181	0.46	370.975
2230.526	12.095	97.908	1.782	1.648	2.179	0.523	372.436
2230.679	12.151	100.153	1.805	1.656	2.178	0.445	373.883
2230.831	12.256	102.59	1.855	1.682	2.173	0.444	375.944
2230.984	12.211	104.429	1.84	1.661	2.159	0.44	383.645
2231.136	12.055	99.973	1.785	1.607	2.141	0.472	393.707
2231.288	12	95.172	1.737	1.554	2.131	0.465	399.466
2231.441	12.003	91.971	1.717	1.541	2.132	0.465	398.66
2231.593	12.028	94.48	1.712	1.54	2.137	0.449	395.463
2231.746	12.056	98.613	1.712	1.539	2.144	0.428	390.977
2231.898	12.044	99.772	1.712	1.539	2.152	0.444	385.937
2232.05	12.001	101.453	1.719	1.55	2.16	0.45	380.947
2232.203	12.02	102.954	1.748	1.576	2.166	0.482	377.469
2232.355	12.106	104.422	1.807	1.626	2.174	0.393	372.987
2232.508	12.082	102.154	1.85	1.666	2.185	0.366	367.177
2232.66	12.148	98.959	1.894	1.698	2.194	0.362	362.952
2232.812	12.28	102.73	1.916	1.712	2.201	0.398	360.609
2232.965	12.183	107.225	1.925	1.72	2.205	0.453	358.431
2233.117	12.13	106.365	1.903	1.696	2.203	0.471	359.544
2233.27	12.113	103.284	1.804	1.608	2.193	0.483	365.569
2233.422	12.082	92.563	1.711	1.531	2.177	0.505	375.434
2233.574	12.068	94.68	1.705	1.525	2.162	0.577	384.683
2233.727	12.111	93.268	1.712	1.536	2.149	0.521	392.455
2233.879	12.134	98.364	1.688	1.514	2.137	0.496	399.219
2234.031	12.087	98.872	1.667	1.495	2.128	0.539	404.603
2234.184	12.086	101.328	1.662	1.492	2.125	0.603	406.392
2234.336	12.092	101.445	1.648	1.484	2.128	0.511	404.783
2234.489	12.09	98.925	1.594	1.447	2.132	0.473	402.137
2234.641	12.083	98.01	1.549	1.415	2.129	0.437	403.909
2234.794	12.07	98.369	1.534	1.405	2.119	0.506	409.829
2234.946	12.045	97.613	1.55	1.423	2.109	0.491	415.539
2235.098	12.031	93.309	1.562	1.436	2.102	0.529	419.433
2235.251	12.027	93.129	1.558	1.429	2.092	0.516	425.874
2235.403	12.024	98.905	1.569	1.441	2.077	0.528	435.315
2235.556	12.021	104.906	1.606	1.475	2.072	0.515	438.888
2235.708	12.022	106.91	1.654	1.521	2.082	0.507	432.806
2235.86	12.046	102.909	1.647	1.509	2.097	0.552	423.915
2236.013	12.08	102.537	1.612	1.473	2.106	0.6	418.332
2236.165	12.091	98.996	1.591	1.457	2.111	0.543	415.408
2236.318	12.08	99.237	1.585	1.449	2.118	0.545	412.435
2236.47	12.073	96.006	1.589	1.449	2.12	0.509	411.421
2236.622	12.062	97.334	1.569	1.431	2.117	0.516	413.574
2236.775	12.049	93.306	1.562	1.418	2.114	0.481	415.305
2236.927	12.051	94.493	1.561	1.417	2.111	0.52	416.972
2237.08	12.069	92.43	1.559	1.413	2.108	0.629	419.13
2237.232	12.081	98.118	1.558	1.41	2.107	0.65	419.499
2237.385	12.08	95.952	1.559	1.41	2.112	0.584	417.03
2237.537	12.086	98.727	1.564	1.413	2.118	0.55	413.103
2237.689	12.079	96.238	1.578	1.417	2.118	0.585	413.525
2237.842	12.155	93.033	1.61	1.444	2.109	0.62	418.721
2237.994	12.247	94.335	1.638	1.472	2.097	0.505	425.16
2238.146	12.11	93.038	1.637	1.477	2.091	0.484	428.203
2238.299	12.022	103.276	1.626	1.473	2.092	0.542	427.4
2238.451	12.035	103.204	1.6	1.454	2.097	0.559	424.224
2238.604	12.045	105.835	1.559	1.422	2.1	0.515	422.259
2238.756	12.043	100.072	1.561	1.424	2.098	0.512	423.467
2238.908	12.06	99.511	1.589	1.448	2.094	0.546	426.121
2239.061	12.116	95.339	1.604	1.459	2.098	0.543	424.022
2239.213	12.184	97.428	1.606	1.452	2.115	0.511	413.879
2239.365	12.26	100.291	1.601	1.444	2.134	0.549	404.255
2239.518	12.196	100.539	1.609	1.451	2.143	0.624	400.757
2239.67	12.163	96.497	1.619	1.458	2.144	0.559	398.224
2239.823	12.172	93.862	1.609	1.454	2.142	0.539	398.402
2239.975	12.196	95.481	1.586	1.439	2.14	0.513	399.337
2240.128	12.201	96.337	1.556	1.413	2.134	0.57	401.476
2240.28	12.186	96.218	1.5	1.36	2.125	0.56	404.989
2240.432	12.176	96.836	1.403	1.276	2.119	0.582	406.603
2240.585	12.168	96.101	1.383	1.253	2.124	0.534	408.949
2240.737	12.172	98.144	1.464	1.334	2.138	0.508	407.336
2240.89	12.147	99.666	1.577	1.447	2.155	0.496	399.211
2241.042	12.152	100.85	1.614	1.485	2.166	0.416	402.049
2241.194	12.246	97.428	1.549	1.418	2.166	0.393	418.39
2241.347	12.307	96.414	1.446	1.309	2.145	0.368	424.545
2241.499	12.249	91.892	1.427	1.287	2.113	0.435	421.526
2241.652	12.093	90.553	1.466	1.324	2.091	0.452	418.209
2241.804	12.028	87.701	1.493	1.36	2.09	0.43	417.817
2241.956	12.049	90.02	1.507	1.381	2.097	0.427	418.531
2242.109	12.072	88.557	1.477	1.354	2.098	0.447	418.42
2242.261	12.164	85.372	1.423	1.301	2.098	0.48	417.303
2242.414	12.369	86.005	1.362	1.24	2.101	0.475	416.606
2242.566	12.387	84.451	1.335	1.215	2.104	0.487	417.662
2242.719	12.291	84.629	1.332	1.21	2.104	0.52	419.341
2242.871	12.319	82.883	1.325	1.205	2.103	0.556	421.668
2243.023	12.303	84.129	1.333	1.215	2.102	0.521	423.903
2243.176	12.335	86.234	1.35	1.226	2.101	0.467	425.023
2243.328	12.559	88.016	1.365	1.238	2.098	0.582	426.963
2243.48	12.668	86.777	1.375	1.249	2.094	0.637	428.399
2243.633	12.587	86.752	1.381	1.253	2.089	0.765	429.927
2243.785	12.595	82.798	1.385	1.254	2.088	0.649	428.712
2243.938	12.856	86.814	1.393	1.254	2.093	0.51	428.563
2244.09	13.287	88.235	1.405	1.256	2.093	0.442	432.626
2244.242	13.599	96.502	1.429	1.271	2.084	0.442	436.127
2244.395	13.298	92.393	1.452	1.29	2.082	0.476	434.712
2244.547	12.928	92.188	1.453	1.306	2.101	0.566	423.522
2244.7	12.562	89.429	1.428	1.297	2.122	0.775	410.945
2244.852	12.453	91.309	1.397	1.276	2.121	0.729	410.511
2245.004	12.743	94.008	1.365	1.254	2.109	0.646	413.938
2245.157	12.687	93.95	1.34	1.235	2.103	0.506	420.034
2245.309	12.58	95.721	1.326	1.216	2.105	0.506	422.585
2245.462	12.662	97.022	1.315	1.2	2.108	0.459	422.69
2245.614	12.717	94.991	1.302	1.186	2.106	0.445	421.658
2245.766	12.898	94.456	1.314	1.186	2.092	0.461	425.061
2245.919	12.808	92.783	1.35	1.213	2.075	0.585	433.299
2246.071	12.896	94.692	1.392	1.247	2.073	0.722	438.719
2246.224	13.342	95.55	1.383	1.238	2.084	0.859	435.961
2246.376	13.299	94.046	1.317	1.179	2.086	0.645	432.472
